Identifier,Name,# (P),% Wgt (P),Mkt Val (P),Pos (P),Px Close (P),Crncy (P)
BGG,BRIGGS & STRATTON,,0.031674654,1173929.7586662,53023.02433,22.14,USD
BCO,BRINK'S CO/THE,,0.109424974,4055521.22784,56326.68372,72.0,USD
BLDR,BUILDERS FIRSTSOURCE INC,,0.080095074,2968493.0527252,140089.33708,21.19,USD
BWXT,BWX TECHNOLOGIES INC,,0.190114217,7046035.415384,110856.4414,63.56,USD
CHRW,C.H. ROBINSON WORLDWIDE INC,,0.421707221,15629362.477092,174240.38436,89.7,USD
CSL,CARLISLE COS INC,,0.216457993,8022391.520643,78535.40402,102.15,USD
CWST,CASELLA WASTE SYSTEMS INC-A,,0.0333146,1234709.6143975,48515.11255,25.45,USD
CAT,CATERPILLAR INC,,2.975263914,110269580.016575,734005.05902,150.23,USD
CBZ,CBIZ INC,,0.031430597,1164884.481,64715.8045,18.0,USD
CECE,CECO ENVIRONMENTAL CORP,,0.003983363,147631.8892464,36184.28658,4.08,USD
GTLS,CHART INDUSTRIES INC,,0.054579824,2022843.8611368,36173.88879,55.92,USD
CBI,CHICAGO BRIDGE & IRON CO NV,,0.058285386,2160179.8463811,125811.28983,17.17,USD
CTAS,CINTAS CORP,,0.509095079,18868141.5169356,111277.07901,169.56,USD
CIR,CIRCOR INTERNATIONAL INC,,0.020314539,752899.8357648,17476.78356,43.08,USD
CVEO,CIVEO CORP,,0.015358985,569236.5071712,155529.10032,3.66,USD
CLH,CLEAN HARBORS INC,,0.087582233,3245983.002036,67540.2206,48.06,USD
CFX,COLFAX CORP,,0.09788863,3627959.8992735,114410.59285,31.71,USD
CMCO,COLUMBUS MCKINNON CORP/NY,,0.024434159,905581.6824604,25523.72273,35.48,USD
FIX,COMFORT SYSTEMS USA INC,,0.05061012,1875718.2213925,46371.27865,40.45,USD
CBPX,CONTINENTAL BUILDING PRODUCT,,0.034619936,1283088.1380135,47787.26771,26.85,USD
CPRT,COPART INC,,0.319346317,11835650.6787105,257576.72859,45.95,USD
CVA,COVANTA HOLDING CORP,,0.0590173,2187306.09435,145820.40629,15.0,USD
CR,CRANE CO,,0.144113596,5341154.99847,59129.359,90.33,USD
CSWI,CSW INDUSTRIALS INC,,0.023941122,887308.7030265,19565.79279,45.35,USD
CSX,CSX CORP,,1.668686903,61845069.6748968,1134355.64334,54.52,USD
CUB,CUBIC CORP,,0.052960247,1962818.89412,32177.35892,61.0,USD
CMI,CUMMINS INC,,0.858285496,31809877.6836297,197711.96273,160.89,USD
CW,CURTISS-WRIGHT CORP,,0.182385669,6759599.0520498,51988.91749,130.02,USD
DSKE,DASEKE INC,,0.008990197,333195.7433655,33153.80531,10.05,USD
DE,DEERE & CO,,1.435170023,53190439.6900767,339203.11007,156.81,USD
DAL,DELTA AIR LINES INC,,1.29445959,47975413.095357,899257.97742,53.35,USD
DLX,DELUXE CORP,,0.114051681,4226996.7847056,59974.41522,70.48,USD
DCI,DONALDSON CO INC,,0.195789683,7256380.19355,154885.383,46.85,USD
PLOW,DOUGLAS DYNAMICS INC,,0.032834784,1216926.616149,28072.12494,43.35,USD
DOV,DOVER CORP,,0.510655297,18925966.501178,193319.37182,97.9,USD
DNB,DUN & BRADSTREET CORP,,0.154343139,5720283.517641,45813.57935,124.86,USD
DXPE,DXP ENTERPRISES INC,,0.016128408,597752.9577164,20442.98761,29.24,USD
DY,DYCOM INDUSTRIES INC,,0.11334077,4200648.9427608,38499.21128,109.11,USD
ETN,EATON CORP PLC,,1.186440652,43972002.5810205,552481.49995,79.59,USD
ECHO,ECHO GLOBAL LOGISTICS INC,,0.022621557,838402.8226875,31939.15515,26.25,USD
EME,EMCOR GROUP INC,,0.15050804,5578146.6582886,73367.70562,76.03,USD
EMR,EMERSON ELECTRIC CO,,1.492370275,55310402.1292858,794918.11051,69.58,USD
WIRE,ENCORE WIRE CORP,,0.035805374,1327022.97936,25717.4996,51.6,USD
ERII,ENERGY RECOVERY INC,,0.00773543,286691.4487203,43241.54581,6.63,USD
ENS,ENERSYS,,0.099567945,3690198.8856093,53973.94889,68.37,USD
EGL,ENGILITY HOLDINGS INC,,0.018696694,692939.0982852,25354.52244,27.33,USD
EBF,ENNIS INC,,0.01676546,621363.4600545,31621.55013,19.65,USD
NPO,ENPRO INDUSTRIES INC,,0.051467496,1907494.3865616,26441.56344,72.14,USD
EFX,EQUIFAX INC,,0.449632359,16664327.220365,149455.84951,111.5,USD
ESE,ESCO TECHNOLOGIES INC,,0.05106617,1892620.3857255,32105.51969,58.95,USD
ESND,ESSENDANT INC,,0.010005219,370814.6121955,46526.30015,7.97,USD
ESL,ESTERLINE TECHNOLOGIES CORP,,0.065166409,2415205.0914925,33567.82615,71.95,USD
EXPD,EXPEDITORS INTL WASH INC,,0.38157615,14142020.0435009,224440.88309,63.01,USD
EXPO,EXPONENT INC,,0.065471011,2426494.2957835,32075.27159,75.65,USD
FAST,FASTENAL CO,,0.518865396,19230250.1492541,357506.04479,53.79,USD
FSS,FEDERAL SIGNAL CORP,,0.04233095,1568874.6392498,74248.68146,21.13,USD
FDX,FEDEX CORP,,2.081278399,77136584.06145,316522.7085,243.7,USD
FLS,FLOWSERVE CORP,,0.180074578,6673945.137168,161988.95964,41.2,USD
FLR,FLUOR CORP,,0.261719628,9699883.5707022,173895.36699,55.78,USD
FORR,FORRESTER RESEARCH INC,,0.011944009,442670.271995,10998.01918,40.25,USD
FTV,FORTIVE CORP,,0.782029357,28983663.740763,388000.85329,74.7,USD
FBHS,FORTUNE BRANDS HOME & SECURI,,0.309172988,11458605.544495,191295.58505,59.9,USD
FWRD,FORWARD AIR CORP,,0.054225137,2009698.387893,37529.38166,53.55,USD
FBM,FOUNDATION BUILDING MATERIAL,,0.009270696,343591.636388,24027.38716,14.3,USD
FELE,FRANKLIN ELECTRIC CO INC,,0.051945714,1925218.145844,48987.73908,39.3,USD
FCN,FTI CONSULTING INC,,0.062940796,2332719.172161,49151.26785,47.46,USD
GDI,GARDNER DENVER HOLDINGS INC,,0.081300725,3013177.0359378,97545.38802,30.89,USD
GATX,GATX CORP,,0.084131673,3118097.9498133,45726.61607,68.19,USD
GNK,GENCO SHIPPING & TRADING LTD,,0.004041893,149801.1315096,10715.38852,13.98,USD
GNRC,GENERAC HOLDINGS INC,,0.090424604,3351327.2759692,77326.42538,43.34,USD
BGC,GENERAL CABLE CORP,,0.049347255,1828913.7804445,61683.43273,29.65,USD
GD,GENERAL DYNAMICS CORP,,1.869405516,69284126.4474825,316149.33355,219.15,USD
GE,GENERAL ELECTRIC CO,,4.06781383,150761793.097883,10753337.59614,14.02,USD
GWR,GENESEE & WYOMING INC-CL A,,0.143821786,5330339.923398,76387.7891,69.78,USD
ROCK,GIBRALTAR INDUSTRIES INC,,0.033447244,1239625.686425,37170.1855,33.35,USD
BRSS,GLOBAL BRASS & COPPER HOLDIN,,0.020776449,770019.200165,27257.31682,28.25,USD
GMS,GMS INC,,0.034544959,1280309.3491662,40761.20182,31.41,USD
GRC,GORMAN-RUPP CO,,0.016542858,613113.3574506,22557.51867,27.18,USD
GPX,GP STRATEGIES CORP,,0.009085617,336732.2185625,15846.22205,21.25,USD
GGG,GRACO INC,,0.246726639,9144211.6528754,208819.63126,43.79,USD
GVA,GRANITE CONSTRUCTION INC,,0.077507807,2872603.4645948,49416.88396,58.13,USD
GBX,GREENBRIER COMPANIES INC,,0.048709598,1805280.8474415,35293.85821,51.15,USD
GFF,GRIFFON CORP,,0.019317065,715931.348132,38594.68184,18.55,USD
HEES,H&E EQUIPMENT SERVICES INC,,0.041233227,1528190.7118905,39621.22665,38.57,USD
HRS,HARRIS CORP,,0.613816636,22749344.1489878,148814.96794,152.87,USD
HSC,HARSCO CORP,,0.053565425,1985248.094431,100012.49846,19.85,USD
HA,HAWAIIAN HOLDINGS INC,,0.063910564,2368660.831263,66628.99666,35.55,USD
HDS,HD SUPPLY HOLDINGS INC,,0.241267833,8941896.723625,251884.41475,35.5,USD
HCSG,HEALTHCARE SERVICES GROUP,,0.110249341,4086074.0370882,90761.30691,45.02,USD
HTLD,HEARTLAND EXPRESS INC,,0.030065936,1114307.251579,56997.81338,19.55,USD
HEI,HEICO CORP,,0.096499017,3576457.9099889,41893.61497,85.37,USD
HEI/A,HEICO CORP-CLASS A,,0.144441793,5353318.685015,74610.71338,71.75,USD
HSII,HEIDRICK & STRUGGLES INTL,,0.016927508,627369.3143055,23365.71003,26.85,USD
HRI,HERC HOLDINGS INC,,0.047398346,1756683.0724288,26348.92864,66.67,USD
MLHR,HERMAN MILLER INC,,0.073064953,2707941.877576,74496.33776,36.35,USD
HTZ,HERTZ GLOBAL HOLDINGS INC,,0.029770767,1103367.6773577,62231.67949,17.73,USD
HXL,HEXCEL CORP,,0.19775506,7329221.2420176,111318.67014,65.84,USD
HI,HILLENBRAND INC,,0.092122475,3414253.999625,78040.09142,43.75,USD
HNI,HNI CORP,,0.055280608,2048816.4088854,54810.49783,37.38,USD
HON,HONEYWELL INTERNATIONAL INC,,3.564487373,132107448.934484,897408.11721,147.21,USD
HUBG,HUB GROUP INC-CL A,,0.04885627,1810716.808388,41435.16724,43.7,USD
HUBB,HUBBELL INC,,0.225810453,8369013.5054184,64615.60767,129.52,USD
JBHT,HUNT (JB) TRANSPRT SVCS INC,,0.347765384,12888921.447742,108730.5673,118.54,USD
HII,HUNTINGTON INGALLS INDUSTRIE,,0.396108168,14680607.3904564,56396.63244,260.31,USD
HURN,HURON CONSULTING GROUP INC,,0.026043268,965218.680255,27382.09022,35.25,USD
HY,HYSTER-YALE MATERIALS,,0.019370382,717907.39993,10111.37183,71.0,USD
ICFI,ICF INTERNATIONAL INC,,0.037695927,1397090.901371,23304.26858,59.95,USD
IEX,IDEX CORP,,0.348151317,12903224.941012,94918.5298,135.94,USD
INFO,IHS MARKIT LTD,,0.616390828,22844749.1630946,495978.05391,46.06,USD
ITW,ILLINOIS TOOL WORKS,,1.644554577,60950674.5712972,384692.46763,158.44,USD
IR,INGERSOLL-RAND PLC,,0.729976651,27054480.229886,315063.2378,85.87,USD
INWK,INNERWORKINGS INC,,0.015107359,559910.716245,60992.45275,9.18,USD
NSP,INSPERITY INC,,0.083181007,3082864.2566635,46674.70487,66.05,USD
IIIN,INSTEEL INDUSTRIES INC,,0.016737313,620320.2599426,22225.73486,27.91,USD
TILE,INTERFACE INC,,0.050186993,1860036.236973,76544.70111,24.3,USD
ITT,ITT INC,,0.145293533,5384885.977149,109116.23054,49.35,USD
JEC,JACOBS ENGINEERING GROUP INC,,0.239417234,8873309.5978284,149533.36026,59.34,USD
JELD,JELD-WEN HOLDING INC,,0.071103022,2635228.5420312,85117.20097,30.96,USD
JBLU,JETBLUE AIRWAYS CORP,,0.232549142,8618763.5772192,408859.75224,21.08,USD
JBT,JOHN BEAN TECHNOLOGIES CORP,,0.117066554,4338734.353369,39335.76023,110.3,USD
JCI,JOHNSON CONTROLS INTERNATION,,1.121844765,41577942.233002,1158159.95078,35.9,USD
KAI,KADANT INC,,0.035121005,1301658.81591,13687.2641,95.1,USD
KAMN,KAMAN CORP,,0.04878497,1808074.2781568,29505.12856,61.28,USD
KSU,KANSAS CITY SOUTHERN,,0.367201688,13609272.0237705,130921.32779,103.95,USD
KAR,KAR AUCTION SERVICES INC,,0.249787839,9257666.2074624,170774.14144,54.21,USD
KBR,KBR INC,,0.071726069,2658320.01544,173973.823,15.28,USD
KELYA,KELLY SERVICES INC -A,,0.029767234,1103236.7503599,38669.35683,28.53,USD
KMT,KENNAMETAL INC,,0.109991272,4076509.4372296,100012.49846,40.76,USD
KEYW,KEYW HOLDING CORP/THE,,0.0111788,414310.0056422,54658.31209,7.58,USD
KFRC,KFORCE INC,,0.021919468,812381.8968225,29921.98515,27.15,USD
KBAL,KIMBALL INTERNATIONAL-B,,0.020764506,769576.556966,45999.7942,16.73,USD
KEX,KIRBY CORP,,0.13557642,5024749.1989825,67220.72507,74.75,USD
KLXI,KLX INC,,0.116339267,4311779.555062,63755.4274,67.63,USD
KNX,KNIGHT-SWIFT TRANSPORTATION,,0.217074635,8045245.5843512,165676.39177,48.56,USD
KNL,KNOLL INC,,0.035459567,1314206.6527866,61382.84226,21.41,USD
KFY,KORN/FERRY INTERNATIONAL,,0.076366961,2830321.2842576,68299.25879,41.44,USD
KTOS,KRATOS DEFENSE & SECURITY,,0.031902484,1182373.6283616,107099.06054,11.04,USD
LLL,L3 TECHNOLOGIES INC,,0.534003791,19791311.144332,97120.9694,203.78,USD
LSTR,LANDSTAR SYSTEM INC,,0.152347054,5646304.40295,51991.75325,108.6,USD
LII,LENNOX INTERNATIONAL INC,,0.249852069,9260046.6847872,47168.12696,196.32,USD
LECO,LINCOLN ELECTRIC HOLDINGS,,0.171820261,6368022.6847744,73772.27392,86.32,USD
LNN,LINDSAY CORP,,0.031208138,1156639.6814728,13197.62302,87.64,USD
LMT,LOCKHEED MARTIN CORP,,2.950525414,109352718.828577,321919.15814,339.69,USD
LKSD,LSC COMMUNICATIONS INC,,0.016524481,612432.2649874,43404.12934,14.11,USD
LDL,LYDALL INC,,0.027853058,1032293.316609,21350.43054,48.35,USD
MIC,MACQUARIE INFRASTRUCTURE COR,,0.106259413,3938198.8394856,97383.74974,40.44,USD
MTW,MANITOWOC COMPANY INC,,0.031399726,1163740.346613,41636.50614,27.95,USD
MAN,MANPOWERGROUP INC,,0.262297923,9721316.4083268,82925.15916,117.23,USD
MRTN,MARTEN TRANSPORT LTD,,0.029414125,1090149.75036,50469.89585,21.6,USD
MAS,MASCO CORP,,0.43599813,16159013.847057,395569.49442,40.85,USD
DOOR,MASONITE INTERNATIONAL CORP,,0.060652996,2247928.4803695,36760.89093,61.15,USD
MTZ,MASTEC INC,,0.11015975,4082753.589824,82313.58044,49.6,USD
MATX,MATSON INC,,0.041510388,1538462.8806271,53661.07013,28.67,USD
MATW,MATTHEWS INTL CORP-CLASS A,,0.055799511,2068048.054716,39923.70762,51.8,USD
MGRC,MCGRATH RENTCORP,,0.038335818,1420806.6006752,28438.88312,49.96,USD
MRCY,MERCURY SYSTEMS INC,,0.074236197,2751350.638652,59877.05416,45.95,USD
MTOR,MERITOR INC,,0.067807796,2513100.5065866,104625.33333,24.02,USD
MIDD,MIDDLEBY CORP,,0.227981061,8449460.8171932,71593.46566,118.02,USD
MCRN,MILACRON HOLDINGS CORP,,0.048607432,1801494.3714656,86113.49768,20.92,USD
MG,MISTRAS GROUP INC,,0.011219794,415829.3393205,21291.82485,19.53,USD
MINI,MOBILE MINI INC,,0.061275314,2270992.8912,55054.37312,41.25,USD
MOG/A,MOOG INC-CLASS A,,0.088707474,3287686.8100552,40177.03544,81.83,USD
MRC,MRC GLOBAL INC,,0.052115421,1931507.859435,117061.08239,16.5,USD
MSA,MSA SAFETY INC,,0.093918178,3480806.5442724,42719.76613,81.48,USD
MSM,MSC INDUSTRIAL DIRECT CO-A,,0.130550102,4838463.2091684,55923.06067,86.52,USD
MLI,MUELLER INDUSTRIES INC,,0.048029325,1780068.4909815,68071.45281,26.15,USD
MWA,MUELLER WATER PRODUCTS INC-A,,0.057849985,2144042.9590489,197244.06247,10.87,USD
LABL,MULTI-COLOR CORP,,0.030879762,1144469.37857,18023.13982,63.5,USD
MYRG,MYR GROUP INC/DELAWARE,,0.01776097,658259.1816882,20272.84206,32.47,USD
NPK,NATIONAL PRESTO INDS INC,,0.014906005,552448.1325665,6074.19607,90.95,USD
NCI,NAVIGANT CONSULTING INC,,0.030742198,1139370.966888,58131.17178,19.6,USD
NAV,NAVISTAR INTERNATIONAL CORP,,0.054497771,2019802.7931752,54945.66902,36.76,USD
NCS,NCI BUILDING SYSTEMS INC,,0.02262124,838391.05421,53062.72495,15.8,USD
NXEO,NEXEO SOLUTIONS INC,,0.008679979,321698.4226624,33791.85112,9.52,USD
NLSN,NIELSEN HOLDINGS PLC,,0.385884794,14301707.500923,442777.32201,32.3,USD
NNBR,NN INC,,0.021099617,781996.501468,32856.99586,23.8,USD
NDSN,NORDSON CORP,,0.2332145,8643423.149933,64551.33047,133.9,USD
NSC,NORFOLK SOUTHERN CORP,,1.339199313,49633561.9692038,357925.73714,138.67,USD
NOC,NORTHROP GRUMMAN CORP,,1.882549345,69771264.5526312,205487.61428,339.54,USD
DNOW,NOW INC,,0.034184197,1266938.72602,133361.97116,9.5,USD
NVEE,NV5 GLOBAL INC,,0.012126936,449449.9576145,9998.88671,44.95,USD
ODFL,OLD DOMINION FREIGHT LINE,,0.285501608,10581294.0832214,76770.61658,137.83,USD
ASGN,ON ASSIGNMENT INC,,0.129223186,4789284.9070812,62214.66494,76.98,USD
OA,ORBITAL ATK INC,,0.254959658,9449344.761622,71607.64445,131.96,USD
OSK,OSHKOSH CORP,,0.196703793,7290259.0644804,93059.21706,78.34,USD
OC,OWENS CORNING,,0.29384233,10890418.901572,138115.64872,78.85,USD
PCAR,PACCAR INC,,0.812773225,30123096.5838776,436313.68169,69.04,USD
PKOH,PARK-OHIO HOLDINGS CORP,,0.010810216,400649.520495,10079.23322,39.75,USD
PH,PARKER HANNIFIN CORP,,0.790845363,29310403.59423,165315.3051,177.3,USD
PATK,PATRICK INDUSTRIES INC,,0.048401396,1793858.220305,29773.58042,60.25,USD
PNR,PENTAIR PLC,,0.386820231,14336376.7734288,214103.59578,66.96,USD
PGTI,PGT INNOVATIONS INC,,0.030548506,1132192.337216,61532.19224,18.4,USD
PBI,PITNEY BOWES INC,,0.078172133,2897224.7824416,232149.42167,12.48,USD
PLUG,PLUG POWER INC,,0.013519555,501063.3640447,276830.58787,1.81,USD
PGEM,PLY GEM HOLDINGS INC,,0.017458854,647062.101765,30095.91171,21.5,USD
POWL,POWELL INDUSTRIES INC,,0.007626875,282668.139793,10606.68442,26.65,USD
PRIM,PRIMORIS SERVICES CORP,,0.035215576,1305163.8139776,51303.60904,25.44,USD
PRLB,PROTO LABS INC,,0.093645071,3470684.61367,31366.3318,110.65,USD
QUAD,QUAD GRAPHICS INC,,0.027185973,1007569.7220632,38050.21609,26.48,USD
NX,QUANEX BUILDING PRODUCTS,,0.017328806,642242.256505,38457.62015,16.7,USD
PWR,QUANTA SERVICES INC,,0.17325922,6421353.5594028,189644.22798,33.86,USD
RAVN,RAVEN INDUSTRIES INC,,0.040926884,1516836.975004,44876.83358,33.8,USD
RTN,RAYTHEON COMPANY,,2.055873065,76195008.5989648,360498.71593,211.36,USD
ROLL,RBC BEARINGS INC,,0.096177509,3564542.145065,30144.11962,118.25,USD
RBC,REGAL BELOIT CORP,,0.104053943,3856459.4438175,55289.74113,69.75,USD
RSG,REPUBLIC SERVICES INC,,0.526680756,19519903.964445,292652.23335,66.7,USD
RECN,RESOURCES CONNECTION INC,,0.014688931,544402.894855,35122.76741,15.5,USD
REVG,REV GROUP INC,,0.025864857,958606.3988235,35943.24705,26.67,USD
RXN,REXNORD CORP,,0.098512893,3651096.39485,128968.435,28.31,USD
RRTS,ROADRUNNER TRANSPORTATION SY,,0.003891026,144209.6951232,38353.64232,3.76,USD
RHI,ROBERT HALF INTL INC,,0.240241115,8903844.3810525,156895.93623,56.75,USD
ROK,ROCKWELL AUTOMATION INC,,0.757610562,28078651.4874208,159383.84224,176.17,USD
COL,ROCKWELL COLLINS INC,,0.740726618,27452896.779686,201800.18215,136.04,USD
ROL,ROLLINS INC,,0.162288765,6014765.2692465,121633.27137,49.45,USD
ROP,ROPER TECHNOLOGIES INC,,0.916162092,33954906.8801579,126938.97671,267.49,USD
RPXC,RPX CORP,,0.014869675,551101.6667905,55387.10219,9.95,USD
RRD,RR DONNELLEY & SONS CO,,0.016819228,623356.2046633,86697.66407,7.19,USD
RUSHB,RUSH ENTERPRISES INC - CL B,,0.005427525,201155.5950274,5172.42466,38.89,USD
RUSHA,RUSH ENTERPRISES INC-CL A,,0.043769403,1622186.750237,38715.67423,41.9,USD
R,RYDER SYSTEM INC,,0.129736046,4808292.5754929,65696.03191,73.19,USD
SAIA,SAIA INC,,0.060379924,2237807.845215,31474.09065,71.1,USD
ST,SENSATA TECHNOLOGIES HOLDING,,0.294070938,10898891.6114493,212744.32191,51.23,USD
SSD,SIMPSON MANUFACTURING CO INC,,0.07517618,2786188.41212,49976.47376,55.75,USD
SITE,SITEONE LANDSCAPE SUPPLY INC,,0.090983447,3372039.1877495,49262.80771,68.45,USD
SKYW,SKYWEST INC,,0.095672524,3545826.323446,64294.22164,55.15,USD
AOS,SMITH (A.O.) CORP,,0.304599714,11289110.349293,181906.38655,62.06,USD
SNA,SNAP-ON INC,,0.29564919,10957384.947368,71514.0644,153.22,USD
LUV,SOUTHWEST AIRLINES CO,,1.163648089,43127261.9214518,743445.30118,58.01,USD
SP,SP PLUS CORP,,0.026734044,990820.291852,27832.03067,35.6,USD
SPR,SPIRIT AEROSYSTEMS HOLD-CL A,,0.352709639,13072166.0106432,146944.31217,88.96,USD
SAVE,SPIRIT AIRLINES INC,,0.094293513,3494717.247375,86289.31475,40.5,USD
SPXC,SPX CORP,,0.043761739,1621902.7112535,52642.08735,30.81,USD
FLOW,SPX FLOW INC,,0.066524853,2465551.915164,52682.73323,46.8,USD
SXI,STANDEX INTERNATIONAL CORP,,0.041164739,1525652.404496,15958.70716,95.6,USD
SWK,STANLEY BLACK & DECKER INC,,0.784811027,29086758.330581,190171.67918,152.95,USD
SCS,STEELCASE INC-CL A,,0.039930995,1479927.2540325,108419.57905,13.65,USD
SRCL,STERICYCLE INC,,0.177694208,6585723.57399,106152.86225,62.04,USD
SNHY,SUN HYDRAULICS CORP,,0.042916739,1590585.2397,30262.27625,52.56,USD
RUN,SUNRUN INC,,0.015856693,587682.6288458,84680.49407,6.94,USD
TISI,TEAM INC,,0.017170395,636371.195239,37655.10031,16.9,USD
TDY,TELEDYNE TECHNOLOGIES INC,,0.206091941,7638203.695401,41731.9767,183.03,USD
TNC,TENNANT CO,,0.038309891,1419845.69408,22185.08897,64.0,USD
TEX,TEREX CORP,,0.119745922,4438037.4111332,110867.78444,40.03,USD
TTEK,TETRA TECH INC,,0.092863328,3441711.5683665,70310.75727,48.95,USD
TXT,TEXTRON INC,,0.51644037,19140373.5612544,328646.52406,58.24,USD
THR,THERMON GROUP HOLDINGS INC,,0.023249276,861667.400086,40133.5538,21.47,USD
TKR,TIMKEN CO,,0.101139056,3748427.560178,86869.70012,43.15,USD
TWI,TITAN INTERNATIONAL INC,,0.021399217,793100.3226864,63094.69552,12.57,USD
TTC,TORO CO,,0.224780784,8330851.78767,134152.2027,62.1,USD
TPIC,TPI COMPOSITES INC,,0.004629492,171578.7785524,8596.13119,19.96,USD
TDG,TRANSDIGM GROUP INC,,0.494930531,18343173.3837208,64461.53143,284.56,USD
TRU,TRANSUNION,,0.29751304,11026463.17026,192132.134,57.39,USD
TREX,TREX COMPANY INC,,0.102522686,3799707.8214195,36595.47165,103.83,USD
TRS,TRIMAS CORP,,0.039500431,1463969.6340025,56853.18967,25.75,USD
TNET,TRINET GROUP INC,,0.063470835,2352363.5534862,51791.35961,45.42,USD
