Identifier,Name,# (P),% Wgt (P),Mkt Val (P),Pos (P),Px Close (P),Crncy (P)
BNFT,BENEFITFOCUS INC,,0.00575318,1068652.281629,44620.13702,23.95,USD
BKI,BLACK KNIGHT INC,,0.082373619,15300885.41157,319767.7202,47.85,USD
BLKB,BLACKBAUD INC,,0.072029677,13379499.9512244,132825.37428,100.73,USD
HAWK,BLACKHAWK NETWORK HOLDINGS I,,0.036026001,6691823.465418,149705.22294,44.7,USD
BL,BLACKLINE INC,,0.015274966,2837322.2647718,64764.26078,43.81,USD
BCOR,BLUCORA INC,,0.01443699,2681668.466163,117103.42647,22.9,USD
BAH,BOOZ ALLEN HAMILTON HOLDINGS,,0.084767364,15745523.1593265,413593.98895,38.07,USD
EPAY,BOTTOMLINE TECHNOLOGIES (DE),,0.022284393,4139322.1422534,110647.47774,37.41,USD
BOX,BOX INC - CLASS A,,0.027762487,5156877.1157685,279505.53473,18.45,USD
AVGO,BROADCOM LTD,,1.478130237,274562432.185542,1128446.96965,243.31,USD
BR,BROADRIDGE FINANCIAL SOLUTIO,,0.172880508,32112524.0539795,322771.37455,99.49,USD
BRKS,BROOKS AUTOMATION INC,,0.027774651,5159136.6141744,194537.57972,26.52,USD
CA,CA INC,,0.166273164,30885211.079712,877420.76931,35.2,USD
CCMP,CABOT MICROELECTRONICS CORP,,0.038365055,7126302.2812416,70473.71718,101.12,USD
CACI,CACI INTERNATIONAL INC -CL A,,0.054394055,10103686.352848,67538.01038,149.6,USD
CDNS,CADENCE DESIGN SYS INC,,0.159799226,29682678.2914667,776423.70629,38.23,USD
CAMP,CALAMP CORP,,0.012395579,2302476.697638,98396.44007,23.4,USD
CALX,CALIX INC,,0.004295731,797931.4351325,121821.59315,6.55,USD
CALD,CALLIDUS SOFTWARE INC,,0.036374773,6756607.877433,188468.83898,35.85,USD
CATM,CARDTRONICS PLC - A,,0.015153957,2814845.026966,124550.66491,22.6,USD
CARS,CARS.COM INC,,0.027334416,5077362.9761247,188819.74623,26.89,USD
CASS,CASS INFORMATION SYSTEMS INC,,0.010916125,2027668.4337115,34164.59029,59.35,USD
CAVM,CAVIUM INC,,0.091182002,16937040.9687856,190753.92464,88.79,USD
CDK,CDK GLOBAL INC,,0.127303117,23646531.7673436,349593.90549,67.64,USD
CDW,CDW CORP/DE,,0.16654353,30935431.5848184,429181.90323,72.08,USD
CEVA,CEVA INC,,0.011990951,2227317.205204,61190.03311,36.4,USD
CIEN,CIENA CORP,,0.049447628,9184888.3142632,393863.13526,23.32,USD
CRUS,CIRRUS LOGIC INC,,0.040867572,7591144.4394912,176374.17378,43.04,USD
CSCO,CISCO SYSTEMS INC,,3.272125386,607796716.406106,13876637.36087,43.8,USD
CISN,CISION LTD,,0.006372317,1183656.873102,99050.78436,11.95,USD
CTXS,CITRIX SYSTEMS INC,,0.205312199,38136704.9755518,419961.51278,90.81,USD
CGNX,COGNEX CORP,,0.136892588,25427774.22712,479769.32504,53.0,USD
CTSH,COGNIZANT TECH SOLUTIONS-A,,0.711793261,132215473.377456,1639373.50747,80.65,USD
COHR,COHERENT INC,,0.076962926,14295850.0732196,68277.05642,209.38,USD
CHUBA,COMMERCEHUB INC-SERIES A,,0.003608429,670265.142015,37549.8679,17.85,USD
CHUBK,COMMERCEHUB INC-SERIES C,,0.007419433,1378158.3847017,81020.48117,17.01,USD
COMM,COMMSCOPE HOLDING CO INC,,0.110697199,20561985.3309444,536306.34666,38.34,USD
CVLT,COMMVAULT SYSTEMS INC,,0.03345798,6214814.020791,119745.93489,51.9,USD
CMTL,COMTECH TELECOMMUNICATIONS,,0.008074977,1499925.6851166,65728.55763,22.82,USD
CNDT,CONDUENT INC,,0.049248224,9147849.1513116,496625.90398,18.42,USD
CVG,CONVERGYS CORP,,0.031595397,5868839.4491524,257179.64282,22.82,USD
CLGX,CORELOGIC INC,,0.057133971,10612625.2483888,233142.03094,45.52,USD
CSOD,CORNERSTONE ONDEMAND INC,,0.031927665,5930558.25403,144120.4922,41.15,USD
GLW,CORNING INC,,0.383325518,71202647.773148,2507135.48497,28.4,USD
COUP,COUPA SOFTWARE INC,,0.017318213,3216855.1673628,72648.03901,44.28,USD
PMTS,CPI CARD GROUP INC,,3.34e-07,62.195285,24.2005,2.57,USD
CRAY,CRAY INC,,0.012685116,2356258.073598,109848.86124,21.45,USD
CREE,CREE INC,,0.054301242,10086446.2805352,271798.60632,37.11,USD
CSGS,CSG SYSTEMS INTL INC,,0.023102717,4291325.6492174,93472.56914,45.91,USD
CSRA,CSRA INC,,0.098873264,18365691.6117274,453361.92574,40.51,USD
CTS,CTS CORP,,0.012125543,2252317.5781605,87809.65217,25.65,USD
CY,CYPRESS SEMICONDUCTOR CORP,,0.084252563,15649898.9424932,923842.91278,16.94,USD
DAKT,DAKTRONICS INC,,0.004716724,876130.6964669,99222.04943,8.83,USD
DVMT,DELL TECHNOLOGIES INC-CL V,,0.22899832,42536397.8473511,564367.75703,75.37,USD
DHX,DHI GROUP INC,,0.001074706,199626.479448,120985.74512,1.65,USD
DBD,DIEBOLD NIXDORF INC,,0.01656493,3076932.856868,190522.15832,16.15,USD
DIOD,DIODES INC,,0.01748536,3247902.5656666,109504.46951,29.66,USD
DLB,DOLBY LABORATORIES INC-CL A,,0.055654497,10337813.158725,160899.8157,64.25,USD
DST,DST SYSTEMS INC,,0.075109875,13951646.251712,167688.05591,83.2,USD
DXC,DXC TECHNOLOGY CO,,0.429433641,79767223.6347536,790322.23952,100.93,USD
KODK,EASTMAN KODAK CO,,0.001788294,332175.316473,67106.12454,4.95,USD
EBAY,EBAY INC,,0.642266463,119300882.918001,2822353.51119,42.27,USD
EBIX,EBIX INC,,0.025579385,4751366.279803,57210.91246,83.05,USD
SATS,ECHOSTAR CORP-A,,0.0406608,7552736.6175639,133369.88553,56.63,USD
EA,ELECTRONIC ARTS INC,,0.563673298,104702216.318001,857020.67871,122.17,USD
EFII,ELECTRONICS FOR IMAGING,,0.019229982,3571965.855975,129889.66749,27.5,USD
ELLI,ELLIE MAE INC,,0.044880944,8336627.5836448,94993.47748,87.76,USD
EIGI,ENDURANCE INTERNATIONAL GROU,,0.007101889,1319174.646026,180708.85562,7.3,USD
ENTG,ENTEGRIS INC,,0.069913134,12986352.536521,392930.48522,33.05,USD
ENV,ENVESTNET INC,,0.035746822,6639966.075644,121388.77652,54.7,USD
EPAM,EPAM SYSTEMS INC,,0.084163863,15633422.8137708,138667.93342,112.74,USD
PLUS,EPLUS INC,,0.01585885,2945778.6204405,38734.76161,76.05,USD
ETSY,ETSY INC,,0.031190922,5793708.457542,228819.44935,25.32,USD
EEFT,EURONET WORLDWIDE INC,,0.061913144,11500355.747499,138725.64231,82.9,USD
EVBG,EVERBRIDGE INC,,0.010742378,1995394.9726017,61757.81407,32.31,USD
EVRI,EVERI HOLDINGS INC,,0.007360098,1367137.0582908,186767.35769,7.32,USD
EVTC,EVERTEC INC,,0.015110851,2806838.105351,172198.65677,16.3,USD
EXLS,EXLSERVICE HOLDINGS INC,,0.027872722,5177353.2984108,93050.92197,55.64,USD
EXTR,EXTREME NETWORKS INC,,0.018304057,3399975.472464,304657.3004,11.16,USD
FFIV,F5 NETWORKS INC,,0.139346816,25883646.629307,176619.90194,146.55,USD
FN,FABRINET,,0.016826503,3125520.0795242,103803.39022,30.11,USD
FB,FACEBOOK INC-A,,6.230867201,1157382489.40463,6578279.46689,175.94,USD
FICO,FAIR ISAAC CORP,,0.07785586,14461712.369408,85269.53048,169.6,USD
FARO,FARO TECHNOLOGIES INC,,0.014938194,2774766.95147,47029.94833,59.0,USD
FIS,FIDELITY NATIONAL INFO SERV,,0.476718197,88550321.5019396,922783.67551,95.96,USD
FNSR,FINISAR CORPORATION,,0.030345088,5636594.8100111,316484.82931,17.81,USD
FEYE,FIREEYE INC,,0.040740337,7567510.454914,455874.12379,16.6,USD
FDC,FIRST DATA CORP- CLASS A,,0.101821353,18913298.633306,1228136.27489,15.4,USD
FSLR,FIRST SOLAR INC,,0.072495859,13466093.2211638,216880.22582,62.09,USD
FISV,FISERV INC,,0.446260148,82892744.1981,584286.63,141.87,USD
FIT,FITBIT INC - A,,0.011824114,2196327.162144,457568.15878,4.8,USD
FIVN,FIVE9 INC,,0.019938837,3703635.4889164,122071.04446,30.34,USD
FLT,FLEETCOR TECHNOLOGIES INC,,0.274305437,50952186.8679825,255079.78407,199.75,USD
FLEX,FLEX LTD,,0.142390238,26448961.8447218,1478421.56762,17.89,USD
FLIR,FLIR SYSTEMS INC,,0.10094854,18751173.7508108,381431.52463,49.16,USD
FORM,FORMFACTOR INC,,0.014227614,2642776.959681,202511.64442,13.05,USD
FTNT,FORTINET INC,,0.110444309,20515011.0622664,414360.95864,49.51,USD
IT,GARTNER INC,,0.153791636,28566769.4146264,251092.28632,113.77,USD
GPN,GLOBAL PAYMENTS INC,,0.254072538,47193929.4727515,423453.83107,111.45,USD
GLUU,GLU MOBILE INC,,0.006043636,1122604.3546784,300161.59216,3.74,USD
GDDY,GODADDY INC - CLASS A,,0.105186955,19538458.5297776,329151.92941,59.36,USD
GOGO,GOGO INC,,0.007880923,1463880.0922475,158257.30727,9.25,USD
GRUB,GRUBHUB INC,,0.119326581,22164891.616942,227215.70084,97.55,USD
GTT,GTT COMMUNICATIONS INC,,0.024122562,4480761.735901,86668.50553,51.7,USD
GWRE,GUIDEWIRE SOFTWARE INC,,0.090055527,16727798.4956613,206439.57171,81.03,USD
HCKT,HACKETT GROUP INC/THE,,0.0063379,1177263.9015832,65879.34536,17.87,USD
HLIT,HARMONIC INC,,0.004025998,747828.488715,213665.28249,3.5,USD
HPE,HEWLETT PACKARD ENTERPRISE,,0.446634292,82962241.415616,4508817.46824,18.4,USD
HDP,HORTONWORKS INC,,0.012705552,2360054.1174872,128823.91471,18.32,USD
HPQ,HP INC,,0.587356588,109101383.332417,4672436.11702,23.35,USD
HUBS,HUBSPOT INC,,0.056012674,10404344.5209745,92771.68543,112.15,USD
IAC,IAC/INTERACTIVECORP,,0.164636394,30581181.465928,205408.2581,148.88,USD
ICHR,ICHOR HOLDINGS LTD,,0.007458968,1385502.1567919,55133.39263,25.13,USD
IIVI,II-VI INC,,0.032992634,6128376.071895,158355.97085,38.7,USD
IMPV,IMPERVA INC,,0.020254474,3762264.9972015,80133.43977,46.95,USD
PI,IMPINJ INC,,0.003380444,627916.9665276,47786.67934,13.14,USD
INFN,INFINERA CORP,,0.021906332,4069097.4573249,406503.24249,10.01,USD
IPHI,INPHI CORP,,0.015499255,2878983.9281679,104652.26929,27.51,USD
NSIT,INSIGHT ENTERPRISES INC,,0.018766041,3485788.8255015,99793.55355,34.93,USD
INST,INSTRUCTURE INC,,0.008748674,1625064.77562,37880.2978,42.9,USD
IDTI,INTEGRATED DEVICE TECH INC,,0.05988588,11123791.780608,369806.9076,30.08,USD
INTC,INTEL CORP,,3.35874851,623886946.533739,13041115.10313,47.84,USD
IDCC,INTERDIGITAL INC,,0.036874766,6849481.43805,96471.56955,71.0,USD
INAP,INTERNAP CORP,,0.00184138,342036.0893285,26412.05323,12.95,USD
IBM,INTL BUSINESS MACHINES CORP,,2.034628308,377931851.275681,2457134.45989,153.81,USD
INTU,INTUIT INC,,0.597803165,111041833.108219,675683.54088,164.34,USD
IPGP,IPG PHOTONICS CORP,,0.137149853,25475561.2797636,104425.15691,243.96,USD
ITRI,ITRON INC,,0.03841442,7135471.868865,96035.96055,74.3,USD
JCOM,J2 GLOBAL INC,,0.05440956,10106566.3619496,134538.95583,75.12,USD
JBL,JABIL INC,,0.063688907,11830203.347885,445749.93775,26.54,USD
JKHY,JACK HENRY & ASSOCIATES INC,,0.136273693,25312814.6300096,215098.69672,117.68,USD
JNPR,JUNIPER NETWORKS INC,,0.142809701,26526876.9268776,1053908.49928,25.17,USD
KEM,KEMET CORP,,0.013181828,2448522.3582248,138491.08361,17.68,USD
KEYS,KEYSIGHT TECHNOLOGIES IN,,0.1291687,23993063.5091292,515093.67774,46.58,USD
KE,KIMBALL ELECTRONICS INC,,0.007233975,1343709.7177575,75701.95593,17.75,USD
KLAC,KLA-TENCOR CORP,,0.26070306,48425547.7893198,435442.38638,111.21,USD
KN,KNOWLES CORP,,0.019350203,3594296.960352,249603.95558,14.4,USD
KLIC,KULICKE & SOFFA INDUSTRIES,,0.024021472,4461984.288612,195701.06529,22.8,USD
LRCX,LAM RESEARCH CORP,,0.461427991,85710168.4951926,450940.01418,190.07,USD
LSCC,LATTICE SEMICONDUCTOR CORP,,0.010088306,1873901.2217792,320873.49688,5.84,USD
LDOS,LEIDOS HOLDINGS INC,,0.136952084,25438825.6642032,398977.81782,63.76,USD
LFUS,LITTELFUSE INC,,0.077298922,14358261.2166522,69186.43674,207.53,USD
LPSN,LIVEPERSON INC,,0.011041509,2050958.389465,141445.40617,14.5,USD
LOGM,LOGMEIN INC,,0.092190997,17124461.674858,146300.39876,117.05,USD
LITE,LUMENTUM HOLDINGS INC,,0.056615556,10516329.6815545,170858.32139,61.55,USD
MTSI,MACOM TECHNOLOGY SOLUTIONS H,,0.013077242,2429095.4069811,114634.04469,21.19,USD
MANH,MANHATTAN ASSOCIATES INC,,0.043469872,8074521.258597,190887.02739,42.3,USD
MANT,MANTECH INTERNATIONAL CORP-A,,0.0218718,4062683.0124007,71893.16957,56.51,USD
MRVL,MARVELL TECHNOLOGY GROUP LTD,,0.139841914,25975611.1437102,1114354.83242,23.31,USD
MA,MASTERCARD INC - A,,2.447687379,454657501.161421,2620655.37588,173.49,USD
MTCH,MATCH GROUP INC,,0.022833214,4241265.6028928,107865.35104,39.32,USD
MXIM,MAXIM INTEGRATED PRODUCTS,,0.256775892,47696077.046289,783186.81521,60.9,USD
MMS,MAXIMUS INC,,0.06442275,11966514.6182088,179893.48494,66.52,USD
MXL,MAXLINEAR INC,,0.022465698,4172999.604136,183832.58168,22.7,USD
MEET,MEET GROUP INC/THE,,0.002623363,487289.3976726,194139.20226,2.51,USD
MLNX,MELLANOX TECHNOLOGIES LTD,,0.044997266,8358234.329536,124842.93248,66.95,USD
MELI,MERCADOLIBRE INC,,0.241702294,44896158.7757586,116498.41397,385.38,USD
MLAB,MESA LABORATORIES INC,,0.006592273,1224513.64602,9718.36227,126.0,USD
MEI,METHODE ELECTRONICS INC,,0.019357724,3595693.98075,95885.17282,37.5,USD
MCHP,MICROCHIP TECHNOLOGY INC,,0.309648156,57517090.819864,646114.2532,89.02,USD
MU,MICRON TECHNOLOGY INC,,0.753118186,139891571.065466,2937664.23909,47.62,USD
MSCC,MICROSEMI CORP,,0.111026691,20623188.395266,320733.87862,64.3,USD
MSFT,MICROSOFT CORP,,10.150640445,1885479681.72858,20306727.85922,92.85,USD
MSTR,MICROSTRATEGY INC-CL A,,0.017212287,3197179.3230543,25810.76389,123.87,USD
MB,MINDBODY INC - CLASS A,,0.016026032,2976832.654908,82804.80264,35.95,USD
MITL,MITEL NETWORKS CORP,,0.0109888,2041167.7236401,254192.74267,8.03,USD
MKSI,MKS INSTRUMENTS INC,,0.091220171,16944130.8594495,150547.58649,112.55,USD
MOBL,MOBILEIRON INC,,0.002845458,528543.384768,110113.20516,4.8,USD
MGI,MONEYGRAM INTERNATIONAL INC,,0.004883317,907075.2893049,85653.94611,10.59,USD
MPWR,MONOLITHIC POWER SYSTEMS INC,,0.068203089,12668711.8444011,109430.00643,115.77,USD
TYPE,MONOTYPE IMAGING HOLDINGS IN,,0.014736597,2737320.307929,115498.74717,23.7,USD
MSI,MOTOROLA SOLUTIONS INC,,0.258533846,48022616.64312,451679.991,106.32,USD
MTSC,MTS SYSTEMS CORP,,0.01252297,2326139.481105,46992.71679,49.5,USD
NANO,NANOMETRICS INC,,0.00965977,1794300.686325,68354.31186,26.25,USD
NATI,NATIONAL INSTRUMENTS CORP,,0.088575904,16452958.6498416,326382.83376,50.41,USD
NCR,NCR CORPORATION,,0.059710746,11091260.7519882,336404.63306,32.97,USD
NPTN,NEOPHOTONICS CORP,,0.003238608,601570.9993104,98295.91492,6.12,USD
UEPS,NET 1 UEPS TECHNOLOGIES INC,,0.008362225,1553281.9976688,155018.16344,10.02,USD
NTAP,NETAPP INC,,0.244340354,45386177.962236,748946.83106,60.6,USD
NTGR,NETGEAR INC,,0.025893725,4809754.965834,88090.75029,54.6,USD
NTCT,NETSCOUT SYSTEMS INC,,0.033397679,6203613.1455375,236328.11983,26.25,USD
NEWR,NEW RELIC INC,,0.035057806,6511981.359994,90381.42068,72.05,USD
EGOV,NIC INC,,0.012663482,2352239.627139,174887.70462,13.45,USD
NOVT,NOVANTA INC,,0.027486072,5105533.055886,91251.70788,55.95,USD
NUAN,NUANCE COMMUNICATIONS INC,,0.069243188,12861910.075848,801365.11376,16.05,USD
NTNX,NUTANIX INC - A,,0.034787674,6461804.508676,178502.88698,36.2,USD
NVDA,NVIDIA CORP,,2.081704955,386676330.142965,1665201.02555,232.21,USD
OCLR,OCLARO INC,,0.017791049,3304684.4125716,464793.86956,7.11,USD
ON,ON SEMICONDUCTOR CORP,,0.150380366,27933126.74927,1170709.4195,23.86,USD
ORCL,ORACLE CORP,,2.304318887,428026829.053587,8610477.3497,49.71,USD
OSIS,OSI SYSTEMS INC,,0.016401272,3046533.538609,49019.04326,62.15,USD
PANW,PALO ALTO NETWORKS INC,,0.237645241,44142561.8193984,254512.00311,173.44,USD
P,PANDORA MEDIA INC,,0.015289873,2840091.3141075,668256.77979,4.25,USD
PKE,PARK ELECTROCHEMICAL CORP,,0.00482733,896675.710853,53057.73437,16.9,USD
PAYX,PAYCHEX INC,,0.307230708,57068050.2099575,898002.36365,63.55,USD
PAYC,PAYCOM SOFTWARE INC,,0.070173106,13034642.1396948,131983.01073,98.76,USD
PCTY,PAYLOCITY HOLDING CORP,,0.019932785,3702511.356906,79453.03341,46.6,USD
PYPL,PAYPAL HOLDINGS INC,,1.342213376,249315899.262214,3170344.59896,78.64,USD
CNXN,PC CONNECTION INC,,0.004443809,825436.8018456,32794.46968,25.17,USD
PDFS,PDF SOLUTIONS INC,,0.004638473,861595.5784366,76518.25741,11.26,USD
PEGA,PEGASYSTEMS INC,,0.032241929,5988932.791712,107136.54368,55.9,USD
PRFT,PERFICIENT INC,,0.010806995,2007397.4619621,98353.62381,20.41,USD
PLAB,PHOTRONICS INC,,0.007881876,1464057.267841,185323.70479,7.9,USD
PLT,PLANTRONICS INC,,0.026861947,4989602.041582,92847.0793,53.74,USD
PLXS,PLEXUS CORP,,0.03001405,5575104.6258661,92902.92661,60.01,USD
POWI,POWER INTEGRATIONS INC,,0.029745559,5525232.4121175,82775.01741,66.75,USD
PSDO,PRESIDIO INC,,0.006752909,1254351.7920885,87411.27471,14.35,USD
PRGS,PROGRESS SOFTWARE CORP,,0.030087402,5588729.7303526,120941.99806,46.21,USD
PFPT,PROOFPOINT INC,,0.070914137,13172288.6628072,122852.90676,107.22,USD
PRO,PROS HOLDINGS INC,,0.01298041,2411109.06498,76180.3812,31.65,USD
PTC,PTC INC,,0.127467613,23677086.760119,320436.9571,73.89,USD
PSTG,PURE STORAGE INC - CLASS A,,0.025637543,4762169.2063242,218648.72389,21.78,USD
QTWO,Q2 HOLDINGS INC,,0.020992191,3899295.860054,85887.57401,45.4,USD
QADA,QAD INC-A,,0.006863164,1274831.511538,28842.34189,44.2,USD
QRVO,QORVO INC,,0.149660568,27799424.2649494,353637.25054,78.61,USD
QCOM,QUALCOMM INC,,1.432673069,266118771.338291,4096655.96272,64.96,USD
QLYS,QUALYS INC,,0.035527054,6599144.207392,88223.85304,74.8,USD
QTNA,QUANTENNA COMMUNICATIONS INC,,0.002733409,507730.294073,36292.3727,13.99,USD
QUOT,QUOTIENT TECHNOLOGY INC,,0.014401467,2675070.013704,204203.81784,13.1,USD
RMBS,RAMBUS INC,,0.020298699,3770479.8477422,299482.11658,12.59,USD
RPD,RAPID7 INC,,0.01143682,2124387.350844,82308.6924,25.81,USD
RP,REALPAGE INC,,0.044655624,8294774.38281,160285.49532,51.75,USD
RHT,RED HAT INC,,0.385747031,71652443.4019728,492659.81437,145.44,USD
RBBN,RIBBON COMMUNICATIONS INC,,0.004663863,866311.7811864,145110.85112,5.97,USD
RNG,RINGCENTRAL INC-CLASS A,,0.053812111,9995590.35298,159673.9673,62.6,USD
ROG,ROGERS CORP,,0.034612739,6429310.2649395,50248.61481,127.95,USD
RUBI,RUBICON PROJECT INC/THE,,0.000898374,166872.9365358,111995.25942,1.49,USD
RTEC,RUDOLPH TECHNOLOGIES INC,,0.011726378,2178172.784926,82350.57788,26.45,USD
SABR,SABRE CORP,,0.070709246,13134230.063364,578600.44332,22.7,USD
CRM,SALESFORCE.COM INC,,1.218410176,226319476.421766,1894996.87199,119.43,USD
SANM,SANMINA CORP,,0.030948878,5748748.787635,208666.0177,27.55,USD
SCSC,SCANSOURCE INC,,0.012545278,2330283.258312,71045.22129,32.8,USD
SAIC,SCIENCE APPLICATIONS INTE,,0.047043147,8738256.472998,120894.52785,72.28,USD
STX,SEAGATE TECHNOLOGY,,0.232388397,43166103.96672,799372.29568,54.0,USD
SMTC,SEMTECH CORP,,0.03257831,6051415.410784,184494.37228,32.8,USD
NOW,SERVICENOW INC,,0.405167881,75259862.9158968,471641.68024,159.57,USD
SSTK,SHUTTERSTOCK INC,,0.014249353,2646814.9991934,53557.56777,49.42,USD
SLAB,SILICON LABORATORIES INC,,0.058215785,10813571.9491965,117730.77789,91.85,USD
SWKS,SKYWORKS SOLUTIONS INC,,0.292767329,54381480.0262668,510193.07652,106.59,USD
SGH,SMART GLOBAL HOLDINGS INC,,0.0048933,908929.634002,26891.40929,33.8,USD
SNAP,SNAP INC - A,,0.104202951,19355679.9079481,1124676.34561,17.21,USD
SEDG,SOLAREDGE TECHNOLOGIES INC,,0.020086017,3730974.309432,74919.16284,49.8,USD
SPLK,SPLUNK INC,,0.193712361,35982037.1026544,384259.25996,93.64,USD
SPSC,SPS COMMERCE INC,,0.015585632,2895028.543136,46921.04608,61.7,USD
SQ,SQUARE INC - A,,0.172907363,32117512.4561943,698055.04143,46.01,USD
SSNC,SS&C TECHNOLOGIES HOLDINGS,,0.128637384,23894371.543906,484279.9259,49.34,USD
STMP,STAMPS.COM INC,,0.045957122,8536527.369425,44403.2633,192.25,USD
SPWR,SUNPOWER CORP,,0.006722823,1248763.3475778,176878.66113,7.06,USD
SMCI,SUPER MICRO COMPUTER INC,,0.010558738,1961283.80954,108658.3828,18.05,USD
SYKE,SYKES ENTERPRISES INC,,0.016521064,3068784.9114552,107187.73704,28.63,USD
SYMC,SYMANTEC CORP,,0.24356606,45242352.9489734,1706614.59634,26.51,USD
SYNA,SYNAPTICS INC,,0.023128111,4296042.6433137,94397.77287,45.51,USD
SNCR,SYNCHRONOSS TECHNOLOGIES INC,,0.006131642,1138951.513067,122599.7323,9.29,USD
SNX,SYNNEX CORP,,0.054669018,10154760.6611105,83215.28035,122.03,USD
SNPS,SYNOPSYS INC,,0.189514325,35202252.7013321,416446.85557,84.53,USD
SYNT,SYNTEL INC,,0.013568631,2520370.8965625,94431.28125,26.69,USD
SYX,SYSTEMAX INC,,0.006207217,1152989.5622869,40555.38383,28.43,USD
DATA,TABLEAU SOFTWARE INC-CL A,,0.076042412,14124864.7917552,173353.76524,81.48,USD
TTWO,TAKE-TWO INTERACTIVE SOFTWRE,,0.169848182,31549270.1715464,293372.42116,107.54,USD
