Identifier,Name,# (P),% Wgt (P),Mkt Val (P),Pos (P),Px Close (P),Crncy (P)
BBT,BB&T CORP,,1.05617759,81813098.9387504,1518149.91536,53.89,USD
BNCL,BENEFICIAL BANCORP INC,,0.024842059,1924303.1823785,127860.67657,15.05,USD
BRK/B,BERKSHIRE HATHAWAY INC-CL B,,6.192559723,479684956.285917,2380216.12805,201.53,USD
BHLB,BERKSHIRE HILLS BANCORP INC,,0.034720728,2689519.6342975,72396.22165,37.15,USD
BGCP,BGC PARTNERS INC-CL A,,0.068032209,5269876.872499,402280.67729,13.1,USD
BLK,BLACKROCK INC,,1.568226616,121477183.866603,226814.26466,535.58,USD
BXMT,BLACKSTONE MORTGAGE TRU-CL A,,0.075584916,5854920.8959535,188807.51035,31.01,USD
BHBK,BLUE HILLS BANCORP INC,,0.011718977,907769.591763,45731.46558,19.85,USD
BOFI,BOFI HOLDING INC,,0.052702544,4082418.0835772,107772.38869,37.88,USD
BOKF,BOK FINANCIAL CORPORATION,,0.045073783,3491482.8116696,36814.45394,94.84,USD
BPFH,BOSTON PRIVATE FINL HOLDING,,0.02976874,2305931.225517,158483.24574,14.55,USD
BDGE,BRIDGE BANCORP INC,,0.012811766,992418.6501985,30027.79577,33.05,USD
BHF,BRIGHTHOUSE FINANCIAL INC,,0.108648672,8416088.9729847,157398.33501,53.47,USD
BRKL,BROOKLINE BANCORP INC,,0.029565694,2290203.002867,144492.30302,15.85,USD
BRO,BROWN & BROWN INC,,0.149841081,11606914.7500936,223467.74644,51.94,USD
BMTC,BRYN MAWR BANK CORP,,0.020490515,1587226.053012,36238.03774,43.8,USD
BY,BYLINE BANCORP INC,,0.004107674,318186.5845536,13528.34118,23.52,USD
CAC,CAMDEN NATIONAL CORP,,0.015911524,1232530.5700764,29075.97476,42.39,USD
CNNE,CANNAE HOLDINGS INC,,0.028766327,2228282.8336047,119735.77827,18.61,USD
COF,CAPITAL ONE FINANCIAL CORP,,1.13223087,87704300.0021988,908758.67788,96.51,USD
CFFN,CAPITOL FEDERAL FINANCIAL IN,,0.039686286,3074159.1950505,246524.39415,12.47,USD
CMO,CAPSTEAD MORTGAGE CORP,,0.019579258,1516638.7044684,181199.36732,8.37,USD
CARO,CAROLINA FINANCIAL CORP,,0.018684296,1447313.597162,37641.44596,38.45,USD
CATY,CATHAY GENERAL BANCORP,,0.076762956,5946173.6738328,144254.57724,41.22,USD
CBOE,CBOE GLOBAL MARKETS INC,,0.274043,21227781.4871808,190623.03778,111.36,USD
CSFL,CENTERSTATE BANK CORP,,0.045281586,3507579.5362735,127967.14835,27.41,USD
CPF,CENTRAL PACIFIC FINANCIAL CO,,0.020467717,1585460.0901828,56989.93854,27.82,USD
CHFC,CHEMICAL FINANCIAL CORP,,0.094804759,7343718.7074742,133667.97793,54.94,USD
CIM,CHIMERA INVESTMENT CORP,,0.068945298,5340606.1315972,317138.13133,16.84,USD
CB,CHUBB LTD,,1.57813447,122244661.042153,874362.78551,139.81,USD
CINF,CINCINNATI FINANCIAL CORP,,0.277177664,21470597.2677854,292754.25781,73.34,USD
CIT,CIT GROUP INC,,0.174945699,13551556.0710234,254632.77097,53.22,USD
C,CITIGROUP INC,,4.866962105,377002178.209401,5118139.80735,73.66,USD
CFG,CITIZENS FINANCIAL GROUP,,0.528636814,40948999.86915,940707.555,43.53,USD
CIA,CITIZENS INC,,0.008240221,638299.904655,89397.74575,7.14,USD
CHCO,CITY HOLDING CO,,0.025583548,1981740.0180992,29350.41496,67.52,USD
CSBK,CLIFTON BANCORP INC,,0.00777318,602122.1979279,39022.82553,15.43,USD
CME,CME GROUP INC,,1.337635673,103615263.833012,638575.51974,162.26,USD
CNO,CNO FINANCIAL GROUP INC,,0.090400621,7002567.6372777,317865.07659,22.03,USD
COBZ,COBIZ FINANCIAL INC,,0.017285922,1338993.4936147,70362.24349,19.03,USD
CNS,COHEN & STEERS INC,,0.020309937,1573238.231294,39479.00204,39.85,USD
COLB,COLUMBIA BANKING SYSTEM INC,,0.074766669,5791538.2537025,137077.82849,42.25,USD
CMA,COMERICA INC,,0.413666501,32043227.1396336,330581.11152,96.93,USD
CBSH,COMMERCE BANCSHARES INC,,0.134676046,10432208.3798502,180394.40394,57.83,USD
CBU,COMMUNITY BANK SYSTEM INC,,0.065452648,5070060.2625478,94962.73202,53.39,USD
CTBI,COMMUNITY TRUST BANCORP INC,,0.016957248,1313533.915612,30126.92467,43.6,USD
CNOB,CONNECTONE BANCORP INC,,0.021477785,1663701.42891,57369.01479,29.0,USD
COWN,COWEN INC,,0.009568489,741189.5342625,52013.30065,14.25,USD
CRD/B,CRAWFORD & CO  -CL B,,0.002606845,201930.1757292,22486.65654,8.98,USD
CACC,CREDIT ACCEPTANCE CORP,,0.052105696,4036185.3194992,12684.82768,318.19,USD
CFR,CULLEN/FROST BANKERS INC,,0.155246608,12025634.954885,114803.19766,104.75,USD
CUBI,CUSTOMERS BANCORP INC,,0.020519239,1589451.0747566,54941.27462,28.93,USD
CVBF,CVB FINANCIAL CORP,,0.058818463,4556166.364945,196895.69425,23.14,USD
CYS,CYS INVESTMENTS INC,,0.023603251,1828343.2412427,287024.05671,6.37,USD
DHIL,DIAMOND HILL INVESTMENT GRP,,0.016229239,1257141.1916078,6198.30979,202.82,USD
DCOM,DIME COMMUNITY BANCSHARES,,0.013985245,1083318.061098,59851.82658,18.1,USD
DFS,DISCOVER FINANCIAL SERVICES,,0.679265763,52616943.9502923,699600.37163,75.21,USD
DGICA,DONEGAL GROUP INC-CL A,,0.004658517,360855.7750304,22896.94004,15.76,USD
DFIN,DONNELLEY FINANCIAL SOLUTION,,0.01376801,1066490.6918358,62956.94757,16.94,USD
DX,DYNEX CAPITAL INC,,0.006931367,536914.1339776,88308.24572,6.08,USD
ETFC,E*TRADE FINANCIAL CORP,,0.341158814,26426672.9993993,516246.78647,51.19,USD
EGBN,EAGLE BANCORP INC,,0.048421972,3750838.5603,61188.231,61.3,USD
EWBC,EAST WEST BANCORP INC,,0.233277166,18069998.897016,271321.30476,66.6,USD
EV,EATON VANCE CORP,,0.149169688,11554907.5809232,218181.78967,52.96,USD
EMCI,EMC INS GROUP INC,,0.006334419,490673.5955505,18481.11471,26.55,USD
EIG,EMPLOYERS HOLDINGS INC,,0.030448366,2358576.105648,60788.04396,38.8,USD
ECPG,ENCORE CAPITAL GROUP INC,,0.025408419,1968174.237137,46255.56374,42.55,USD
ENVA,ENOVA INTERNATIONAL INC,,0.014178751,1098307.360398,50730.13212,21.65,USD
ESGR,ENSTAR GROUP LTD,,0.052340672,4054386.946437,20136.01662,201.35,USD
EFSC,ENTERPRISE FINANCIAL SERVICE,,0.027044596,2094914.9410265,44430.85771,47.15,USD
ERIE,ERIE INDEMNITY COMPANY-CL A,,0.070214161,5438894.1796228,47869.16194,113.62,USD
ESNT,ESSENT GROUP LTD,,0.090783047,7032190.9044014,157284.52034,44.71,USD
EVR,EVERCORE INC - A,,0.089006746,6894595.9999405,73699.58311,93.55,USD
RE,EVEREST RE GROUP LTD,,0.237389768,18388567.1830428,77139.72306,238.38,USD
EZPW,EZCORP INC-CL A,,0.015895201,1231266.107648,96192.66466,12.8,USD
FDS,FACTSET RESEARCH SYSTEMS INC,,0.19344342,14984417.225148,73778.51908,203.1,USD
FFH,FAIRFAX FINANCIAL HLDGS LTD,,0.000743596,57600.099665406,115.65038,639.75,CAD
FBK,FB FINANCIAL CORP,,0.007382218,571837.722356,14346.1546,39.86,USD
FFG,FBL FINANCIAL GROUP INC-CL A,,0.017868015,1384083.218996,21228.27023,65.2,USD
FCB,FCB FINANCIAL HOLDINGS-CL A,,0.053794855,4167030.1427125,77526.14219,53.75,USD
AGM,FEDERAL AGRIC MTG CORP-CL C,,0.01731923,1341573.5801925,17144.71029,78.25,USD
FII,FEDERATED INVESTORS INC-CL B,,0.070623265,5470583.9720131,171330.53467,31.93,USD
LION,FIDELITY SOUTHERN CORP,,0.012653125,980130.0536244,43215.61083,22.68,USD
FITB,FIFTH THIRD BANCORP,,0.585930832,45387080.3555133,1384174.45427,32.79,USD
FNGN,FINANCIAL ENGINES INC,,0.049938574,3868316.815623,118478.30982,32.65,USD
FISI,FINANCIAL INSTITUTIONS INC,,0.01024435,793542.7184375,25639.50625,30.95,USD
FAF,FIRST AMERICAN FINANCIAL,,0.151719914,11752451.945,208081.65625,56.48,USD
FBP,FIRST BANCORP PUERTO RICO,,0.028559393,2212253.451859,365661.72758,6.05,USD
FBNC,FIRST BANCORP/NC,,0.022444982,1738621.9588458,50351.05586,34.53,USD
BUSE,FIRST BUSEY CORP,,0.028081331,2175222.0340215,73018.53085,29.79,USD
FCNCA,FIRST CITIZENS BCSHS  -CL A,,0.07162856,5548455.6436206,13442.98019,412.74,USD
FCF,FIRST COMMONWEALTH FINL CORP,,0.033075541,2562080.9898565,183925.41205,13.93,USD
FCBC,FIRST COMMUNITY BANCSHARES,,0.009599238,743571.4090167,27147.55053,27.39,USD
FDEF,FIRST DEFIANCE FINL CORP,,0.013345505,1033762.8636624,19315.44962,53.52,USD
FFBC,FIRST FINANCIAL BANCORP,,0.04122646,3193463.376979,116762.82914,27.35,USD
THFF,FIRST FINANCIAL CORP/INDIANA,,0.008991178,696470.1471805,16215.83579,42.95,USD
FFIN,FIRST FINL BANKSHARES INC,,0.059238232,4588682.25936,99753.96216,46.0,USD
FFWM,FIRST FOUNDATION INC,,0.013723696,1063058.0965983,57869.24859,18.37,USD
FHB,FIRST HAWAIIAN INC,,0.037983754,2942278.5112964,105156.48718,27.98,USD
FHN,FIRST HORIZON NATIONAL CORP,,0.140404245,10875923.248435,567933.3289,19.15,USD
FIBK,FIRST INTERSTATE BANCSYS-A,,0.025698791,1990666.905876,50269.36631,39.6,USD
FRME,FIRST MERCHANTS CORP,,0.049342207,3822121.3441327,92344.07693,41.39,USD
FMBI,FIRST MIDWEST BANCORP INC/IL,,0.060795945,4709345.0397604,192690.05891,24.44,USD
FLIC,FIRST OF LONG ISLAND CORP,,0.014568884,1128527.631342,41187.13983,27.4,USD
FRC,FIRST REPUBLIC BANK/CA,,0.35550302,27537796.7169599,296455.98791,92.89,USD
FCFS,FIRSTCASH INC,,0.084671745,6558800.2948875,89785.08275,73.05,USD
FBC,FLAGSTAR BANCORP INC,,0.019488453,1509604.802375,42910.88125,35.18,USD
FFIC,FLUSHING FINANCIAL CORP,,0.017969485,1391943.3053404,51687.46028,26.93,USD
FNB,FNB CORP,,0.109792235,8504671.0988499,607910.72901,13.99,USD
FNF,FNF GROUP,,0.241530373,18709304.7117971,487094.62931,38.41,USD
BEN,FRANKLIN RESOURCES INC,,0.311396019,24121202.3564176,628811.32316,38.36,USD
FULT,FULTON FINANCIAL CORP,,0.076938151,5959744.53016,329267.6536,18.1,USD
GBL,GAMCO INVESTORS INC-A,,0.003069149,237740.885151,8821.55418,26.95,USD
GNW,GENWORTH FINANCIAL INC-CL A,,0.032850885,2544678.7922736,935543.67363,2.719999999,USD
GABC,GERMAN AMERICAN BANCORP,,0.017738092,1374019.24933,41015.49998,33.5,USD
GBCI,GLACIER BANCORP INC,,0.073644588,5704620.1534256,146912.70032,38.83,USD
GBLI,GLOBAL INDEMNITY LTD,,0.007792929,603652.0046372,16421.43647,36.76,USD
GS,GOLDMAN SACHS GROUP INC,,2.288732163,177288623.252332,690430.03058,256.78,USD
GPMT,GRANITE POINT MORTGAGE TRUST,,0.017657528,1367778.6076988,81609.70213,16.76,USD
GSBC,GREAT SOUTHERN BANCORP INC,,0.012425254,962478.831441,19682.59369,48.9,USD
GWB,GREAT WESTERN BANCORP INC,,0.059114376,4579088.1605814,110552.58717,41.42,USD
GNBC,GREEN BANCORP INC,,0.011843136,917387.0684515,41985.67819,21.85,USD
GDOT,GREEN DOT CORP-CLASS A,,0.064002049,4957694.7000164,75794.14004,65.41,USD
GHL,GREENHILL & CO INC,,0.012280259,951247.2975915,47208.30261,20.15,USD
GLRE,GREENLIGHT CAPITAL RE LTD-A,,0.011700073,906305.2376255,56117.97137,16.15,USD
GBNK,GUARANTY BANCORP,,0.016254786,1259120.089262,45537.79708,27.65,USD
HBHC,HANCOCK HOLDING CO,,0.106194008,8225947.003846,159109.22638,51.7,USD
HAFC,HANMI FINANCIAL CORPORATION,,0.024160612,1871517.27312,61160.6952,30.6,USD
HASI,HANNON ARMSTRONG SUSTAINABLE,,0.022765947,1763484.395652,99631.88676,17.7,USD
THG,HANOVER INSURANCE GROUP INC/,,0.10988354,8511743.7533322,79742.77453,106.74,USD
HONE,HARBORONE BANCORP INC,,0.006890844,533775.1715844,27500.00884,19.41,USD
HIG,HARTFORD FINANCIAL SVCS GRP,,0.458752664,35535668.8759721,684563.06831,51.91,USD
HCI,HCI GROUP INC,,0.006820943,528360.5032074,15191.50383,34.78,USD
HTLF,HEARTLAND FINANCIAL USA INC,,0.032889059,2547635.844294,47708.53641,53.4,USD
HTBK,HERITAGE COMMERCE CORP,,0.013797253,1068755.8973378,67557.26279,15.82,USD
HFWA,HERITAGE FINANCIAL CORP,,0.024503859,1898105.708913,63855.53268,29.725,USD
HRTG,HERITAGE INSURANCE HOLDINGS,,0.010780116,835043.9500221,49793.91473,16.77,USD
HTH,HILLTOP HOLDINGS INC,,0.045306042,3509473.9538068,144899.83294,24.22,USD
HOMB,HOME BANCSHARES INC,,0.08985721,6960474.2023614,294063.12642,23.67,USD
HMST,HOMESTREET INC,,0.017584286,1362105.19451,48216.11308,28.25,USD
HTBI,HOMETRUST BANCSHARES INC,,0.01126927,872934.595,33574.4075,26.0,USD
HOPE,HOPE BANCORP INC,,0.056333944,4363711.7554674,241623.02079,18.06,USD
HMN,HORACE MANN EDUCATORS,,0.04095513,3172445.755734,76536.68892,41.45,USD
HBNC,HORIZON BANCORP INDIANA,,0.016062628,1244235.242589,43580.91918,28.55,USD
HLI,HOULIHAN LOKEY INC,,0.029247047,2265520.145793,49912.3187,45.39,USD
HBAN,HUNTINGTON BANCSHARES INC,,0.4127271,31970459.6801688,2048075.57208,15.61,USD
IBKC,IBERIABANK CORP,,0.104527961,8096892.558756,100707.61889,80.4,USD
IBCP,INDEPENDENT BANK CORP - MICH,,0.011916894,923100.4726125,40575.84495,22.75,USD
INDB,INDEPENDENT BANK CORP/MA,,0.046294948,3586076.049432,51524.08117,69.6,USD
IBTX,INDEPENDENT BANK GROUP INC,,0.026893546,2083214.380528,29258.62894,71.2,USD
IPCC,INFINITY PROPERTY & CASUALTY,,0.03170051,2455569.052184,20792.28664,118.1,USD
IBKR,INTERACTIVE BROKERS GRO-CL A,,0.109351565,8470536.126359,127453.14665,66.46,USD
ICE,INTERCONTINENTAL EXCHANGE IN,,1.028557254,79673586.337671,1105656.20785,72.06,USD
IBOC,INTERNATIONAL BANCSHARES CRP,,0.052934395,4100377.5690045,105543.82417,38.85,USD
INTL,INTL FCSTONE INC,,0.015470152,1198341.1962416,29794.65928,40.22,USD
IVZ,INVESCO LTD,,0.313977308,24321152.8175513,764575.69373,31.81,USD
IVR,INVESCO MORTGAGE CAPITAL,,0.041919921,3247179.95082,210173.4596,15.45,USD
ITG,INVESTMENT TECHNOLOGY GROUP,,0.014975195,1160001.0936,58943.145,19.68,USD
ISBC,INVESTORS BANCORP INC,,0.0859525,6658009.48876,490280.522,13.58,USD
JRVR,JAMES RIVER GROUP HOLDINGS L,,0.01972683,1528069.8726656,47191.78112,32.38,USD
JHG,JANUS HENDERSON GROUP PLC,,0.161426012,12504300.810168,357674.5083,34.96,USD
JPM,JPMORGAN CHASE & CO,,9.679815959,749813050.269695,6610359.25478,113.43,USD
KRNY,KEARNY FINANCIAL CORP/MD,,0.02485931,1925639.44911,148126.11147,13.0,USD
KMPR,KEMPER CORP,,0.056429531,4371116.078511,77091.99433,56.7,USD
KEY,KEYCORP,,0.553946553,42909530.15769,2043310.95989,21.0,USD
KNSL,KINSALE CAPITAL GROUP INC,,0.022913791,1774936.6105878,35541.38187,49.94,USD
LADR,LADDER CAPITAL CORP-REIT,,0.02500647,1937038.6851544,129741.37208,14.93,USD
LTS,LADENBURG THALMANN FINANCIAL,,0.008743319,677270.669196,205233.53612,3.3,USD
LBAI,LAKELAND BANCORP INC,,0.021221326,1643835.722255,85172.83535,19.3,USD
LKFN,LAKELAND FINANCIAL CORP,,0.026619888,2062016.4178341,45189.92807,45.63,USD
LTXB,LEGACYTEXAS FINANCIAL GROUP,,0.044421402,3440948.403552,81154.44348,42.4,USD
LM,LEGG MASON INC,,0.083938241,6501981.9779244,166974.37026,38.94,USD
LC,LENDINGCLUB CORP,,0.027361255,2119443.882101,580669.55674,3.65,USD
TREE,LENDINGTREE INC,,0.065185801,5049389.876593,14638.03414,344.95,USD
LUK,LEUCADIA NATIONAL CORP,,0.184966558,14327786.7901692,606082.35153,23.64,USD
LNC,LINCOLN NATIONAL CORP,,0.397022319,30753943.8518484,416268.86643,73.88,USD
LOB,LIVE OAK BANCSHARES INC,,0.01770705,1371614.639275,52053.6865,26.35,USD
L,LOEWS CORP,,0.337676318,26156913.672645,537654.9573,48.65,USD
LPLA,LPL FINANCIAL HOLDINGS INC,,0.12396866,9602798.21865,152425.36855,63.0,USD
MTB,M & T BANK CORP,,0.626383055,48520570.197306,256926.50356,188.85,USD
MHLD,MAIDEN HOLDINGS LTD,,0.010949466,848162.099554,139042.96714,6.1,USD
MSFG,MAINSOURCE FINANCIAL GROUP I,,0.023768066,1841110.0336853,48463.01747,37.99,USD
MKL,MARKEL CORP,,0.372176098,28829318.2885786,26145.24721,1102.66,USD
MKTX,MARKETAXESS HOLDINGS INC,,0.1870664,14490443.693744,70478.81174,205.6,USD
MMC,MARSH & MCLENNAN COS,,1.017049656,78782190.5263502,962872.04261,81.82,USD
MBFI,MB FINANCIAL INC,,0.079532152,6160679.6904912,149676.37732,41.16,USD
MBI,MBIA INC,,0.024307478,1882893.7184787,224957.43351,8.37,USD
MBWM,MERCANTILE BANK CORP,,0.0135969,1053236.2583092,30814.40194,34.18,USD
MCY,MERCURY GENERAL CORP,,0.030260385,2344014.8045328,51996.77916,45.08,USD
EBSB,MERIDIAN BANCORP INC,,0.024952573,1932863.743128,96162.37528,20.1,USD
CASH,META FINANCIAL GROUP INC,,0.023381493,1811165.533362,16700.46596,108.45,USD
MET,METLIFE INC,,1.002017912,77617809.1383216,1697306.12592,45.73,USD
MFA,MFA FINANCIAL INC,,0.068786449,5328301.4816094,746260.71171,7.14,USD
MTG,MGIC INVESTMENT CORP,,0.123507503,9567076.3307757,696800.89809,13.73,USD
MSBI,MIDLAND STATES BANCORP INC,,0.010972658,849958.5538521,26652.82389,31.89,USD
MOFG,MIDWESTONE FINANCIAL GROUP I,,0.008649222,669981.7121595,20904.26559,32.05,USD
MC,MOELIS & CO - CLASS A,,0.041463742,3211843.619053,62915.64386,51.05,USD
MCO,MOODY'S CORP,,0.694370261,53786961.0283192,323006.01146,166.52,USD
MS,MORGAN STANLEY,,1.82028994,141002386.624008,2587674.55724,54.49,USD
MORN,MORNINGSTAR INC,,0.043006475,3331346.058688,36022.3406,92.48,USD
MSCI,MSCI INC,,0.311453687,24125669.361549,169124.91666,142.65,USD
MTGE,MTGE INVESTMENT CORP,,0.01903614,1474567.9866,86232.046,17.1,USD
NBTB,N B T BANCORP INC,,0.037107591,2874409.6164113,81915.34957,35.09,USD
NDAQ,NASDAQ INC,,0.225514357,17468680.05616,219455.7796,79.6,USD
NBHC,NATIONAL BANK HOLD-CL A,,0.021265125,1647228.500543,50451.10262,32.65,USD
NGHC,NATIONAL GENERAL HLDGS,,0.029801575,2308474.6710536,100543.32191,22.96,USD
NWLI,NATIONAL WESTERN LIFE GROU-A,,0.01772186,1372761.8910384,4500.26846,305.04,USD
NSM,NATIONSTAR MORTGAGE HOLDINGS,,0.012200953,945104.1327614,54852.24218,17.23,USD
NAVI,NAVIENT CORP,,0.086000687,6661742.1689945,514420.24471,12.95,USD
NAVG,NAVIGATORS GROUP INC,,0.030921419,2395219.4704,44520.808,53.8,USD
NNI,NELNET INC-CL A,,0.028101716,2176801.0562956,39463.39841,55.16,USD
NRZ,NEW RESIDENTIAL INVESTMENT,,0.131304467,10171040.820881,625140.8003,16.27,USD
NYCB,NEW YORK COMMUNITY BANCORP,,0.163669866,12678113.1192639,919370.05941,13.79,USD
NYMT,NEW YORK MORTGAGE TRUST INC,,0.015154271,1173872.5860057,212273.52369,5.53,USD
NCBS,NICOLET BANKSHARES INC,,0.011328043,877487.2272845,16540.75829,53.05,USD
NMIH,NMI HOLDINGS INC-CLASS A,,0.025589702,1982216.717796,101133.50601,19.6,USD
NTRS,NORTHERN TRUST CORP,,0.545883782,42284975.8150575,407880.54225,103.67,USD
NFBK,NORTHFIELD BANCORP INC,,0.016719108,1295087.202232,83446.34035,15.52,USD
NWBI,NORTHWEST BANCSHARES INC,,0.038708308,2998403.5868,182829.487,16.4,USD
OCFC,OCEANFIRST FINANCIAL CORP,,0.017698113,1370922.4256448,52245.51927,26.24,USD
OCN,OCWEN FINANCIAL CORP,,0.00904216,700419.323204,196747.0009,3.56,USD
OFG,OFG BANCORP,,0.011735427,909043.8111675,83017.69965,10.95,USD
ONB,OLD NATIONAL BANCORP,,0.056062811,4342709.4073935,254704.36407,17.05,USD
ORI,OLD REPUBLIC INTL CORP,,0.121013657,9373899.2827095,470813.62545,19.91,USD
OMAM,OM ASSET MANAGEMENT PLC,,0.029947422,2319772.2082002,155272.57083,14.94,USD
ONDK,ON DECK CAPITAL INC,,0.005017759,388683.2029041,76663.35363,5.07,USD
OMF,ONEMAIN HOLDINGS INC,,0.054668105,4234673.3633351,139712.08721,30.31,USD
OPB,OPUS BANK,,0.01549684,1200408.5205325,42492.33701,28.25,USD
ORC,ORCHID ISLAND CAPITAL INC,,0.008103307,627694.369945,86340.3535,7.27,USD
ORIT,ORITANI FINANCIAL CORP,,0.014874195,1152177.4920935,73621.56499,15.65,USD
PPBI,PACIFIC PREMIER BANCORP INC,,0.042385952,3283279.3918785,77895.12199,42.15,USD
PACW,PACWEST BANCORP,,0.163632829,12675244.1546672,243193.47956,52.12,USD
PRK,PARK NATIONAL CORP,,0.034096192,2641142.1886376,26005.73246,101.56,USD
PNTPQ,PATRIOT NATIONAL INC,,6e-09,0.491238657,11.01432,0.044599998,USD
PFSI,PENNYMAC FINANCIAL SERVICE-A,,0.01132799,877483.1428755,37419.32379,23.45,USD
PMT,PENNYMAC MORTGAGE INVESTMENT,,0.027103778,2099499.3127206,126020.36691,16.66,USD
PBCT,PEOPLE'S UNITED FINANCIAL,,0.160200471,12409368.6243416,647670.59626,19.16,USD
PEBO,PEOPLES BANCORP INC,,0.013813063,1069980.6258048,30773.09824,34.77,USD
PHH,PHH CORP,,0.008515674,659636.8862944,61995.94796,10.64,USD
