Date,A,AAL,AAP,AAPL,ABBV,ABC,ABT,ACN,ADBE,ADI,ADM,ADP,ADS,ADSK,AEE,AEP,AES,AET,AFL,AGN,AIG,AIV,AIZ,AJG,AKAM,ALB,ALGN,ALK,ALL,ALLE,ALXN,AMAT,AMD,AMG,AMGN,AMP,AMT,AMZN,ANDV,ANSS,ANTM,AON,AOS,APA,APC,APD,APH,APTV,ARE,ARNC,ATVI,AVB,AVGO,AVY,AWK,AXP,AYI,AZO,BA,BAC,BAX,BBT,BBY,BDX,BEN,BHF,BHGE,BIIB,BK,BLK,BLL,BMY,BSX,BWA,BXP,C,CA,CAG,CAH,CAT,CB,CBOE,CBS,CCI,CCL,CDNS,CELG,CERN,CF,CFG,CHD,CHRW,CHTR,CI,CINF,CL,CLX,CMA,CMCSA,CME,CMG,CMI,CMS,CNC,CNP,COF,COG,COL,COO,COP,COST,COTY,CPB,CRM,CSCO,CSX,CTAS,CTL,CTSH,CTXS,CVS,CVX,CXO,D,DAL,DE,DFS,DG,DGX,DHI,DHR,DIS,DISCA,DISH,DLR,DLTR,DOV,DRE,DRI,DTE,DUK,DVA,DVN,DWDP,DXC,EA,EBAY,ECL,ED,EFX,EIX,EL,EMN,EMR,EOG,EQIX,EQR,EQT,ES,ESRX,ESS,ETFC,ETR,EVHC,EW,EXC,EXPD,EXPE,EXR,F,FAST,FB,FBHS,FCX,FDX,FE,FFIV,FIS,FISV,FITB,FL,FLIR,FLR,FLS,FMC,FOX,FOXA,FTI,FTV,GD,GE,GGP,GILD,GIS,GLW,GM,GOOG,GOOGL,GPC,GPN,GPS,GRMN,GS,GT,GWW,HAL,HAS,HBAN,HBI,HCA,HCP,HD,HES,HIG,HII,HLT,HOG,HOLX,HP,HPE,HPQ,HRB,HRL,HRS,HSIC,HST,HSY,HUM,IBM,ICE,IDXX,IFF,ILMN,INCY,INFO,INTC,INTU,IP,IPG,IPGP,IQV,IR,IRM,ISRG,IT,ITW,IVZ,JBHT,JCI,JEC,JNJ,JNPR,JPM,JWN,K,KEY,KHC,KIM,KLAC,KMB,KMI,KMX,KO,KORS,KR,KSS,KSU,LB,LEG,LEN,LH,LKQ,LLL,LLY,LMT,LNC,LNT,LOW,LRCX,LUK,LUV,LYB,M,MA,MAA,MAC,MAR,MAS,MAT,MCD,MCHP,MCK,MCO,MDLZ,MDT,MET,MGM,MHK,MKC,MLM,MMC,MNST,MO,MON,MOS,MPC,MRK,MRO,MS,MSFT,MSI,MTB,MTD,MU,MYL,NAVI,NBL,NCLH,NDAQ,NEE,NEM,NFLX,NFX,NI,NKE,NKTR,NLSN,NOC,NOV,NRG,NSC,NTAP,NTRS,NUE,NVDA,NWL,NWS,NWSA,O,OKE,OMC,ORCL,ORLY,OXY,PAYX,PBCT,PCAR,PCG,PEG,PEP,PFE,PFG,PG,PGR,PH,PHM,PKG,PKI,PLD,PM,PNC,PNR,PNW,PPL,PRGO,PRU,PSA,PSX,PVH,PWR,PXD,PYPL,QCOM,QRVO,RCL,RE,REG,REGN,RF,RHI,RHT,RJF,RL,RMD,ROK,ROP,ROST,RRC,RSG,RTN,SBAC,SBUX,SCG,SCHW,SEE,SHW,SIVB,SJM,SLB,SLG,SNA,SNPS,SO,SPG,SPGI,SRCL,SRE,STI,STT,STX,STZ,SWK,SWKS,SYF,SYK,SYMC,SYY,T,TAP,TDG,TEL,TGT,TIF,TJX,TMO,TPR,TRIP,TRV,TSCO,TSN,TSS,TTWO,TWX,TXN,TXT,UA,UAL,UDR,UHS,ULTA,UNH,UNP,UPS,URI,USB,V,VAR,VFC,VIAB,VLO,VMC,VNO,VRSK,VRSN,VRTX,VTR,VZ,WAT,WBA,WDC,WEC,WFC,WHR,WLTW,WM,WMB,WMT,WRK,WU,WY,WYN,WYNN,XEC,XEL,XLNX,XOM,XRAY,XRX,XYL,YUM,ZBH,ZION,ZTS
2014-10-08,,-0.049999999998393295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04359790527067509,,,,,,,0.015835162720015655,,,,,,,,,,-0.010302802957713507,,,,,,,,0.04999999999867926,,0.049999999979894724,,,,,0.04999999999924886,,,,,,,,,,,,0.02433398403034064,,,,,,,,,,,,,,,,,0.021600883341659775,,,,,,,,,,,,,,,,,,,,,0.04999999999683398,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999998975243,0.03125315463921387,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03283411488152095,,,,,,,,,,,,,,,,,0.0103146775697514,,0.013726024183203322,,,,,,,-0.019102284300950807,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999998956492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.010816219592141605,,,,,,,,,,,,,0.0254004731761043,0.0499999999869424,,,,,,,,,,,,,,,,,,,,-0.030002865782016448,0.018402210166359144,,,,,,,,,,,,0.04166716002430406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999857048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03208356559498847,,,,,,,-0.020142564005152453,,,,,,,,,,,,,0.049999999997482225,,,,,,,,,,,,,,0.03167390744730859,,,,,,,,,,,,,,,,,,,-0.04999999998682371,,,,,,,,,,
2014-10-09,,-0.049999999998393295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04359790527067509,,,,,,,0.015835162720015655,,,,,,,,,,-0.010302802957713507,,,,,,,,0.04999999999867926,,0.049999999979894724,,,,,0.04999999999924886,,,,,,,,,,,,0.02433398403034064,,,,,,,,,,,,,,,,,0.021600883341659775,,,,,,,,,,,,,,,,,,,,,0.04999999999683398,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999998975243,0.03125315463921387,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03283411488152095,,,,,,,,,,,,,,,,,0.0103146775697514,,0.013726024183203322,,,,,,,-0.019102284300950807,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999998956492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.010816219592141605,,,,,,,,,,,,,0.0254004731761043,0.0499999999869424,,,,,,,,,,,,,,,,,,,,-0.030002865782016448,0.018402210166359144,,,,,,,,,,,,0.04166716002430406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999857048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03208356559498847,,,,,,,-0.020142564005152453,,,,,,,,,,,,,0.049999999997482225,,,,,,,,,,,,,,0.03167390744730859,,,,,,,,,,,,,,,,,,,-0.04999999998682371,,,,,,,,,,
2014-10-10,,-0.049999999998393295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04359790527067509,,,,,,,0.015835162720015655,,,,,,,,,,-0.010302802957713507,,,,,,,,0.04999999999867926,,0.049999999979894724,,,,,0.04999999999924886,,,,,,,,,,,,0.02433398403034064,,,,,,,,,,,,,,,,,0.021600883341659775,,,,,,,,,,,,,,,,,,,,,0.04999999999683398,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999998975243,0.03125315463921387,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03283411488152095,,,,,,,,,,,,,,,,,0.0103146775697514,,0.013726024183203322,,,,,,,-0.019102284300950807,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999998956492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.010816219592141605,,,,,,,,,,,,,0.0254004731761043,0.0499999999869424,,,,,,,,,,,,,,,,,,,,-0.030002865782016448,0.018402210166359144,,,,,,,,,,,,0.04166716002430406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999857048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03208356559498847,,,,,,,-0.020142564005152453,,,,,,,,,,,,,0.049999999997482225,,,,,,,,,,,,,,0.03167390744730859,,,,,,,,,,,,,,,,,,,-0.04999999998682371,,,,,,,,,,
2014-10-13,,-0.049999999998393295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04359790527067509,,,,,,,0.015835162720015655,,,,,,,,,,-0.010302802957713507,,,,,,,,0.04999999999867926,,0.049999999979894724,,,,,0.04999999999924886,,,,,,,,,,,,0.02433398403034064,,,,,,,,,,,,,,,,,0.021600883341659775,,,,,,,,,,,,,,,,,,,,,0.04999999999683398,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999998975243,0.03125315463921387,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03283411488152095,,,,,,,,,,,,,,,,,0.0103146775697514,,0.013726024183203322,,,,,,,-0.019102284300950807,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999998956492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.010816219592141605,,,,,,,,,,,,,0.0254004731761043,0.0499999999869424,,,,,,,,,,,,,,,,,,,,-0.030002865782016448,0.018402210166359144,,,,,,,,,,,,0.04166716002430406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999857048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03208356559498847,,,,,,,-0.020142564005152453,,,,,,,,,,,,,0.049999999997482225,,,,,,,,,,,,,,0.03167390744730859,,,,,,,,,,,,,,,,,,,-0.04999999998682371,,,,,,,,,,
2014-10-14,,-0.049999999998393295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04359790527067509,,,,,,,0.015835162720015655,,,,,,,,,,-0.010302802957713507,,,,,,,,0.04999999999867926,,0.049999999979894724,,,,,0.04999999999924886,,,,,,,,,,,,0.02433398403034064,,,,,,,,,,,,,,,,,0.021600883341659775,,,,,,,,,,,,,,,,,,,,,0.04999999999683398,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999998975243,0.03125315463921387,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03283411488152095,,,,,,,,,,,,,,,,,0.0103146775697514,,0.013726024183203322,,,,,,,-0.019102284300950807,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999998956492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.010816219592141605,,,,,,,,,,,,,0.0254004731761043,0.0499999999869424,,,,,,,,,,,,,,,,,,,,-0.030002865782016448,0.018402210166359144,,,,,,,,,,,,0.04166716002430406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999857048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03208356559498847,,,,,,,-0.020142564005152453,,,,,,,,,,,,,0.049999999997482225,,,,,,,,,,,,,,0.03167390744730859,,,,,,,,,,,,,,,,,,,-0.04999999998682371,,,,,,,,,,
2014-10-15,,-0.03415149851144517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.010680938751852794,,,,,,,,,,,,,,,,,,,,,,,,0.03980544781861489,,,,,,,0.011694309418843411,,0.020815077045687295,,,,,,,,,,,,0.010943867362150046,,,,0.04999999999594436,,0.011747651511704212,,,,,0.034265894141899456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999997294887,,0.04999999976080428,,-0.04999999992265826,,,,,,,,,,,,,,,,,,,,,0.011529180390593825,0.017783779650749208,,,,,-0.01971613152900431,,,,,,0.02872665180042614,,,,,,,,,,,,,0.020815077045687295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020815077045687295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020815077045687295,,,,,,0.049999999975979516,,,,,0.049999999945780194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01886772315622478,0.030866550536433626,,,,,,,,,,,,,,,,,,,,-0.04999999999815107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020815077045687295,,0.020815077045687295,,,,0.03400764529033803,,,,,,,,,0.049999999991272435,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011824851381840678,,,,,,,,,,,,,-0.031063287121156954,,,,,,,,,0.020815077045687295,,,,0.031798819052555195,,,,,,,,,,,,,,0.027627914186883533,,,,,,,,,,,,,,0.020815077045687295,,,,,,,,,,,,,,,
2014-10-16,,-0.03415149851144517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.010680938751852794,,,,,,,,,,,,,,,,,,,,,,,,0.03980544781861489,,,,,,,0.011694309418843411,,0.020815077045687295,,,,,,,,,,,,0.010943867362150046,,,,0.04999999999594436,,0.011747651511704212,,,,,0.034265894141899456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999997294887,,0.04999999976080428,,-0.04999999992265826,,,,,,,,,,,,,,,,,,,,,0.011529180390593825,0.017783779650749208,,,,,-0.01971613152900431,,,,,,0.02872665180042614,,,,,,,,,,,,,0.020815077045687295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020815077045687295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020815077045687295,,,,,,0.049999999975979516,,,,,0.049999999945780194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01886772315622478,0.030866550536433626,,,,,,,,,,,,,,,,,,,,-0.04999999999815107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020815077045687295,,0.020815077045687295,,,,0.03400764529033803,,,,,,,,,0.049999999991272435,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011824851381840678,,,,,,,,,,,,,-0.031063287121156954,,,,,,,,,0.020815077045687295,,,,0.031798819052555195,,,,,,,,,,,,,,0.027627914186883533,,,,,,,,,,,,,,0.020815077045687295,,,,,,,,,,,,,,,
2014-10-17,,-0.03415149851144517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.010680938751852794,,,,,,,,,,,,,,,,,,,,,,,,0.03980544781861489,,,,,,,0.011694309418843411,,0.020815077045687295,,,,,,,,,,,,0.010943867362150046,,,,0.04999999999594436,,0.011747651511704212,,,,,0.034265894141899456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999997294887,,0.04999999976080428,,-0.04999999992265826,,,,,,,,,,,,,,,,,,,,,0.011529180390593825,0.017783779650749208,,,,,-0.01971613152900431,,,,,,0.02872665180042614,,,,,,,,,,,,,0.020815077045687295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020815077045687295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020815077045687295,,,,,,0.049999999975979516,,,,,0.049999999945780194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01886772315622478,0.030866550536433626,,,,,,,,,,,,,,,,,,,,-0.04999999999815107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020815077045687295,,0.020815077045687295,,,,0.03400764529033803,,,,,,,,,0.049999999991272435,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011824851381840678,,,,,,,,,,,,,-0.031063287121156954,,,,,,,,,0.020815077045687295,,,,0.031798819052555195,,,,,,,,,,,,,,0.027627914186883533,,,,,,,,,,,,,,0.020815077045687295,,,,,,,,,,,,,,,
2014-10-20,,-0.03415149851144517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.010680938751852794,,,,,,,,,,,,,,,,,,,,,,,,0.03980544781861489,,,,,,,0.011694309418843411,,0.020815077045687295,,,,,,,,,,,,0.010943867362150046,,,,0.04999999999594436,,0.011747651511704212,,,,,0.034265894141899456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999997294887,,0.04999999976080428,,-0.04999999992265826,,,,,,,,,,,,,,,,,,,,,0.011529180390593825,0.017783779650749208,,,,,-0.01971613152900431,,,,,,0.02872665180042614,,,,,,,,,,,,,0.020815077045687295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020815077045687295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020815077045687295,,,,,,0.049999999975979516,,,,,0.049999999945780194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01886772315622478,0.030866550536433626,,,,,,,,,,,,,,,,,,,,-0.04999999999815107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020815077045687295,,0.020815077045687295,,,,0.03400764529033803,,,,,,,,,0.049999999991272435,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011824851381840678,,,,,,,,,,,,,-0.031063287121156954,,,,,,,,,0.020815077045687295,,,,0.031798819052555195,,,,,,,,,,,,,,0.027627914186883533,,,,,,,,,,,,,,0.020815077045687295,,,,,,,,,,,,,,,
2014-10-21,,-0.03415149851144517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.010680938751852794,,,,,,,,,,,,,,,,,,,,,,,,0.03980544781861489,,,,,,,0.011694309418843411,,0.020815077045687295,,,,,,,,,,,,0.010943867362150046,,,,0.04999999999594436,,0.011747651511704212,,,,,0.034265894141899456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999997294887,,0.04999999976080428,,-0.04999999992265826,,,,,,,,,,,,,,,,,,,,,0.011529180390593825,0.017783779650749208,,,,,-0.01971613152900431,,,,,,0.02872665180042614,,,,,,,,,,,,,0.020815077045687295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020815077045687295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020815077045687295,,,,,,0.049999999975979516,,,,,0.049999999945780194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01886772315622478,0.030866550536433626,,,,,,,,,,,,,,,,,,,,-0.04999999999815107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020815077045687295,,0.020815077045687295,,,,0.03400764529033803,,,,,,,,,0.049999999991272435,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011824851381840678,,,,,,,,,,,,,-0.031063287121156954,,,,,,,,,0.020815077045687295,,,,0.031798819052555195,,,,,,,,,,,,,,0.027627914186883533,,,,,,,,,,,,,,0.020815077045687295,,,,,,,,,,,,,,,
2014-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999401094,,,,-0.04999999999752131,,,,,,0.025584005725515623,,,,,-0.023349589980769084,,,,,,,,,,,,,0.049999999999313205,,,,,,,,,,-0.019883728121039678,,,,,,,,,,,,,,,0.04999999999609333,,,,,,,0.01199603641155914,,,,,,,,0.02850976929666897,,,,,,,,,,,,,,,,,,,0.03423502622915206,,,,,,,,,,,,,,,,,-0.036961087703356946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015220549624104868,0.024721120961980425,,,,,,,0.035943098442399346,,,0.049999999982749316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01700703136739728,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999722117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04626083203985444,0.049999999997248516,,,,,,,,,,,,,,,,,,,,-0.0499999999994831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999822072,,,,,,,,,0.04999999999860596,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999997334096,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999551353,,,,,,,,,,,,,,,,0.04999999998660562,,,,,,,,,,,,,,,,,-0.01980559400412632,,,,,,,,,,
2014-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999401094,,,,-0.04999999999752131,,,,,,0.025584005725515623,,,,,-0.023349589980769084,,,,,,,,,,,,,0.049999999999313205,,,,,,,,,,-0.019883728121039678,,,,,,,,,,,,,,,0.04999999999609333,,,,,,,0.01199603641155914,,,,,,,,0.02850976929666897,,,,,,,,,,,,,,,,,,,0.03423502622915206,,,,,,,,,,,,,,,,,-0.036961087703356946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015220549624104868,0.024721120961980425,,,,,,,0.035943098442399346,,,0.049999999982749316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01700703136739728,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999722117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04626083203985444,0.049999999997248516,,,,,,,,,,,,,,,,,,,,-0.0499999999994831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999822072,,,,,,,,,0.04999999999860596,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999997334096,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999551353,,,,,,,,,,,,,,,,0.04999999998660562,,,,,,,,,,,,,,,,,-0.01980559400412632,,,,,,,,,,
2014-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999401094,,,,-0.04999999999752131,,,,,,0.025584005725515623,,,,,-0.023349589980769084,,,,,,,,,,,,,0.049999999999313205,,,,,,,,,,-0.019883728121039678,,,,,,,,,,,,,,,0.04999999999609333,,,,,,,0.01199603641155914,,,,,,,,0.02850976929666897,,,,,,,,,,,,,,,,,,,0.03423502622915206,,,,,,,,,,,,,,,,,-0.036961087703356946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015220549624104868,0.024721120961980425,,,,,,,0.035943098442399346,,,0.049999999982749316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01700703136739728,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999722117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04626083203985444,0.049999999997248516,,,,,,,,,,,,,,,,,,,,-0.0499999999994831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999822072,,,,,,,,,0.04999999999860596,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999997334096,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999551353,,,,,,,,,,,,,,,,0.04999999998660562,,,,,,,,,,,,,,,,,-0.01980559400412632,,,,,,,,,,
2014-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999401094,,,,-0.04999999999752131,,,,,,0.025584005725515623,,,,,-0.023349589980769084,,,,,,,,,,,,,0.049999999999313205,,,,,,,,,,-0.019883728121039678,,,,,,,,,,,,,,,0.04999999999609333,,,,,,,0.01199603641155914,,,,,,,,0.02850976929666897,,,,,,,,,,,,,,,,,,,0.03423502622915206,,,,,,,,,,,,,,,,,-0.036961087703356946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015220549624104868,0.024721120961980425,,,,,,,0.035943098442399346,,,0.049999999982749316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01700703136739728,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999722117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04626083203985444,0.049999999997248516,,,,,,,,,,,,,,,,,,,,-0.0499999999994831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999822072,,,,,,,,,0.04999999999860596,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999997334096,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999551353,,,,,,,,,,,,,,,,0.04999999998660562,,,,,,,,,,,,,,,,,-0.01980559400412632,,,,,,,,,,
2014-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999401094,,,,-0.04999999999752131,,,,,,0.025584005725515623,,,,,-0.023349589980769084,,,,,,,,,,,,,0.049999999999313205,,,,,,,,,,-0.019883728121039678,,,,,,,,,,,,,,,0.04999999999609333,,,,,,,0.01199603641155914,,,,,,,,0.02850976929666897,,,,,,,,,,,,,,,,,,,0.03423502622915206,,,,,,,,,,,,,,,,,-0.036961087703356946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015220549624104868,0.024721120961980425,,,,,,,0.035943098442399346,,,0.049999999982749316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01700703136739728,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999722117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04626083203985444,0.049999999997248516,,,,,,,,,,,,,,,,,,,,-0.0499999999994831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999822072,,,,,,,,,0.04999999999860596,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999997334096,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999551353,,,,,,,,,,,,,,,,0.04999999998660562,,,,,,,,,,,,,,,,,-0.01980559400412632,,,,,,,,,,
2014-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04999999999899975,,,,,,,,,,,-0.04999999999660511,,,,,,,,,,,,,0.04999999999894163,,,,,,,0.04999999994105277,,,,,,,,,,,,,,,,,,0.04999999998980507,,,,,,,,,,,,,,,0.027109523302487174,,,,,,,0.049999999993985786,,,,,,,,,,,,0.049999999998406264,0.014017336917458288,,,,,,,,,,,,,,,,-0.04999999999662745,,,,,,,,0.04999999999634626,,,,,,,,,,,,,,,,,,,,,,0.049999999952137726,,0.04999999999707186,,,,,,,,,-0.03923920780300444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010907541844768278,,,,,,,,,0.017905707466511513,,,,,,,,,,,,,,,,,,,,,,,,,0.026564366071723782,,,,,0.029922144384059542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.033613442155430814,,,,,,,,,,,,,,0.03060691512465172,,,,,,,,,0.023608980006347917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999998629334,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03951718774043216,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999628751596,,,,,,,,,,,,,,,,0.02393505198532488,,,,,0.012847734643456751,,,,,,,,,,,,,,,,,,,,,,
